"study","varname","recname","concept","lid_item_id","is_key","lid_ref_varname","lid_ref_recname","lid_ref_year","description","description_long","boost"
"soep-long","PLB0158","PL","pwohn4",267,"","BCP4501","BCP",2012,"The variable is available for 23 years, ranging from 1985 to 2013.","#### 1985
* Var with original data within SOEPlong: p0267
* SOEPcore: bp4901

#### 1990
* Var with original data within SOEPlong: p0267
* SOEPcore: gp5001

#### 1991
* Var with original data within SOEPlong: p0267
* SOEPcore: hp40o01 NOT!_p02671991 

#### 1992
* Var with original data within SOEPlong: p0267
* SOEPcore: ip40o01

#### 1993
* Var with original data within SOEPlong: p0267
* SOEPcore: jp4101

#### 1995
* Var with original data within SOEPlong: p0267
* SOEPcore: lp6901

#### 1997
* Var with original data within SOEPlong: p0267
* SOEPcore: np3901

#### 1998
* Var with original data within SOEPlong: p0267
* SOEPcore: op9001

#### 1999
* Var with original data within SOEPlong: p0267
* SOEPcore: pp4501

#### 2000
* Var with original data within SOEPlong: p0267
* SOEPcore: qp4001

#### 2001
* Var with original data within SOEPlong: p0267
* SOEPcore: rp4801

#### 2002
* Var with original data within SOEPlong: p0267
* SOEPcore: sp4601

#### 2003
* Var with original data within SOEPlong: p0267
* SOEPcore: tp2801

#### 2004
* Var with original data within SOEPlong: p0267
* SOEPcore: up4501

#### 2005
* Var with original data within SOEPlong: p0267
* SOEPcore: vp5001

#### 2006
* Var with original data within SOEPlong: p0267
* SOEPcore: wp4101

#### 2007
* Var with original data within SOEPlong: p0267
* SOEPcore: xp5701

#### 2008
* Var with original data within SOEPlong: p0267
* SOEPcore: yp5401

#### 2009
* Var with original data within SOEPlong: p0267
* SOEPcore: zp5301

#### 2010
* Var with original data within SOEPlong: p0267
* SOEPcore: bap4401

#### 2011
* Var with original data within SOEPlong: p0267
* SOEPcore: bbp5301

#### 2012
* Var with original data within SOEPlong: p0267
* SOEPcore: bcp4501

#### 2013
* Var with original data within SOEPlong: p0267
* SOEPcore: bdp6101
",0.77
"soep-long","PLB0159","PL","pwohn5",268,"","BCP4502","BCP",2012,"The variable is available for 21 years, ranging from 1985 to 2013. To harmonize this variable over time 2 replace or recode commands were necessary.","#### 1985
* Var with original data within SOEPlong: pc0075
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1990
* Var with original data within SOEPlong: pc0075
 * Recode:   REC (1=2) (2=1) 
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: p0268
* SOEPcore: jp4102

#### 1995
* Var with original data within SOEPlong: p0268
* SOEPcore: lp6902

#### 1997
* Var with original data within SOEPlong: p0268
* SOEPcore: np3902

#### 1998
* Var with original data within SOEPlong: p0268
* SOEPcore: op9002

#### 1999
* Var with original data within SOEPlong: p0268
* SOEPcore: pp4502

#### 2000
* Var with original data within SOEPlong: p0268
* SOEPcore: qp4002

#### 2001
* Var with original data within SOEPlong: p0268
* SOEPcore: rp4802

#### 2002
* Var with original data within SOEPlong: p0268
* SOEPcore: sp4602

#### 2003
* Var with original data within SOEPlong: p0268
* SOEPcore: tp2802

#### 2004
* Var with original data within SOEPlong: p0268
* SOEPcore: up4502

#### 2005
* Var with original data within SOEPlong: p0268
* SOEPcore: vp5002

#### 2006
* Var with original data within SOEPlong: p0268
* SOEPcore: wp4102

#### 2007
* Var with original data within SOEPlong: p0268
* SOEPcore: xp5702

#### 2008
* Var with original data within SOEPlong: p0268
* SOEPcore: yp5402

#### 2009
* Var with original data within SOEPlong: p0268
* SOEPcore: zp5302

#### 2010
* Var with original data within SOEPlong: p0268
* SOEPcore: bap4402

#### 2011
* Var with original data within SOEPlong: p0268
* SOEPcore: bbp5302

#### 2012
* Var with original data within SOEPlong: p0268
* SOEPcore: bcp4502

#### 2013
* Var with original data within SOEPlong: p0268
* SOEPcore: bdp6102
",0.7
"soep-long","PLB0146","PL","_269_p_dtw",269,"","PP46","PP",1999,"The variable is available for 2 years, ranging from 1997 to 1999. To harmonize this variable over time 1 replace or recode commands were necessary.","#### 1997
* Var with original data within SOEPlong: pc0076
 * Replace:   REP p0269+1900 if (p0269>0 & p0269~=.)
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: p0269
* SOEPcore: pp46
",0.07
"soep-long","PLJ0116","PL","pwohn2",270,"","BCP42","BCP",2012,"The variable is available for 19 years, ranging from 1995 to 2013. To harmonize this variable over time 3 replace or recode commands were necessary.","#### 1995
* Var with original data within SOEPlong: p0270
* SOEPcore: lp44

#### 1996
* Var with original data within SOEPlong: p0270
* SOEPcore: mp48

#### 1997
* Var with original data within SOEPlong: p0270
* SOEPcore: np41

#### 1998
* Var with original data within SOEPlong: p0270
* SOEPcore: op89

#### 1999
* Var with original data within SOEPlong: pc0077
 * Recode:   REC (3=5) 
* SOEPcore: 

#### 2000
* Var with original data within SOEPlong: pc0077
 * Recode:   REC (3=5) 
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: pc0077
 * Recode:   REC (3=5) 
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: p0270
* SOEPcore: sp43

#### 2003
* Var with original data within SOEPlong: p0270
* SOEPcore: tp27

#### 2004
* Var with original data within SOEPlong: p0270
* SOEPcore: up42

#### 2005
* Var with original data within SOEPlong: p0270
* SOEPcore: vp47

#### 2006
* Var with original data within SOEPlong: p0270
* SOEPcore: wp38

#### 2007
* Var with original data within SOEPlong: p0270
* SOEPcore: xp54

#### 2008
* Var with original data within SOEPlong: p0270
* SOEPcore: yp51

#### 2009
* Var with original data within SOEPlong: p0270
* SOEPcore: zp50

#### 2010
* Var with original data within SOEPlong: p0270
* SOEPcore: bap41

#### 2011
* Var with original data within SOEPlong: p0270
* SOEPcore: bbp50

#### 2012
* Var with original data within SOEPlong: p0270
* SOEPcore: bcp42

#### 2013
* Var with original data within SOEPlong: p0270
* SOEPcore: bdp78
",0.63
"soep-long","PLB0095","PL","phaus1",271,"","ZP5701","ZP",2009,"The variable is available for 4 years, ranging from 1997 to 2009.","#### 1997
* Var with original data within SOEPlong: p0271
* SOEPcore: np4301

#### 1999
* Var with original data within SOEPlong: p0271
* SOEPcore: pp4801

#### 2002
* Var with original data within SOEPlong: p0271
* SOEPcore: sp4701

#### 2009
* Var with original data within SOEPlong: p0271
* SOEPcore: zp5701
",0.13
"soep-long","PLB0096","PL","phaus2",272,"","ZP5702","ZP",2009,"The variable is available for 4 years, ranging from 1997 to 2009.","#### 1997
* Var with original data within SOEPlong: p0272
* SOEPcore: np4302

#### 1999
* Var with original data within SOEPlong: p0272
* SOEPcore: pp4802

#### 2002
* Var with original data within SOEPlong: p0272
* SOEPcore: sp4702

#### 2009
* Var with original data within SOEPlong: p0272
* SOEPcore: zp5702
",0.13
"soep-long","PLB0097","PL","phaus3",273,"","ZP58","ZP",2009,"The variable is available for 3 years, ranging from 1997 to 2009.","#### 1997
* Var with original data within SOEPlong: p0273
* SOEPcore: np44

#### 1999
* Var with original data within SOEPlong: p0273
* SOEPcore: pp49

#### 2009
* Var with original data within SOEPlong: p0273
* SOEPcore: zp58
",0.1
"soep-long","PLB0082","PL","_274_p_wkc",274,"","QP3701","QP",2000,"This variable is only available for the year 2000.","#### 2000
* Var with original data within SOEPlong: p0274
* SOEPcore: qp3701
",0.03
"soep-long","PLB0083","PL","_275_p_wkc",275,"","QP3702","QP",2000,"This variable is only available for the year 2000.","#### 2000
* Var with original data within SOEPlong: p0275
* SOEPcore: qp3702
",0.03
"soep-long","PLI0070","PL","pcomb",279,"","RP0601","RP",2001,"The variable is available for 4 years, ranging from 1997 to 2001.","#### 1997
* Var with original data within SOEPlong: p0279
* SOEPcore: np0402

#### 1999
* Var with original data within SOEPlong: p0279
* SOEPcore: pp5001

#### 2000
* Var with original data within SOEPlong: p0279
* SOEPcore: qp0705

#### 2001
* Var with original data within SOEPlong: p0279
* SOEPcore: rp0601
",0.13
"soep-long","PLI0065","PL","_280_p_ltm",280,"","QP0706","QP",2000,"The variable is available for 2 years, ranging from 1999 to 2000.","#### 1999
* Var with original data within SOEPlong: p0280
* SOEPcore: pp5002

#### 2000
* Var with original data within SOEPlong: p0280
* SOEPcore: qp0706
",0.07
"soep-long","PLB0176","PL","paz08",281,"","BCP5001","BCP",2012,"This variable is available for all years. But to harmonize this variable over time 24 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: p0281
* SOEPcore: ap3001

#### 1985
* Var with original data within SOEPlong: p0281
* SOEPcore: bp4001

#### 1986
* Var with original data within SOEPlong: p0281
* SOEPcore: cp4701

#### 1987
* Var with original data within SOEPlong: p0281
* SOEPcore: dp4001

#### 1988
* Var with original data within SOEPlong: p0281
* SOEPcore: ep3901

#### 1989
* Var with original data within SOEPlong: p0281
* SOEPcore: fp4001

#### 1990
* Var with original data within SOEPlong: pc0078 p4349
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.  ,  REP p0281 + p4349/10 if (fpop==3)&(p0281>0 & p0281~=.)&(p4349>0 & p4349~=.)
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1995
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1997
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2000
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2003
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2004
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2005
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2006
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2007
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2008
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2009
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2010
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2011
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2012
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 

#### 2013
* Var with original data within SOEPlong: pc0078
 * Replace:   REP p0281/10 if p0281>0 & p0281~=.
* SOEPcore: 
",1
"soep-long","PLB0185","PL","paz09",282,"","BCP5002","BCP",2012,"This variable is available for all years.","#### 1984
* Var with original data within SOEPlong: p0282
* SOEPcore: ap3002

#### 1985
* Var with original data within SOEPlong: p0282
* SOEPcore: bp4002

#### 1986
* Var with original data within SOEPlong: p0282
* SOEPcore: cp4702

#### 1987
* Var with original data within SOEPlong: p0282
* SOEPcore: dp4002

#### 1988
* Var with original data within SOEPlong: p0282
* SOEPcore: ep3902

#### 1989
* Var with original data within SOEPlong: p0282
* SOEPcore: fp4002

#### 1990
* Var with original data within SOEPlong: p0282
* SOEPcore: gp3503e gp3802 

#### 1991
* Var with original data within SOEPlong: p0282
* SOEPcore: hp4902

#### 1992
* Var with original data within SOEPlong: p0282
* SOEPcore: ip4902

#### 1993
* Var with original data within SOEPlong: p0282
* SOEPcore: jp4902

#### 1994
* Var with original data within SOEPlong: p0282
* SOEPcore: kp5902

#### 1995
* Var with original data within SOEPlong: p0282
* SOEPcore: lp4802

#### 1996
* Var with original data within SOEPlong: p0282
* SOEPcore: mp4202

#### 1997
* Var with original data within SOEPlong: p0282
* SOEPcore: np4602

#### 1998
* Var with original data within SOEPlong: p0282
* SOEPcore: op3902

#### 1999
* Var with original data within SOEPlong: p0282
* SOEPcore: pp5102

#### 2000
* Var with original data within SOEPlong: p0282
* SOEPcore: qp4902

#### 2001
* Var with original data within SOEPlong: p0282
* SOEPcore: rp4902

#### 2002
* Var with original data within SOEPlong: p0282
* SOEPcore: sp5102

#### 2003
* Var with original data within SOEPlong: p0282
* SOEPcore: tp7002

#### 2004
* Var with original data within SOEPlong: p0282
* SOEPcore: up4902

#### 2005
* Var with original data within SOEPlong: p0282
* SOEPcore: vp6102

#### 2006
* Var with original data within SOEPlong: p0282
* SOEPcore: wp5002

#### 2007
* Var with original data within SOEPlong: p0282
* SOEPcore: xp6302

#### 2008
* Var with original data within SOEPlong: p0282
* SOEPcore: yp5902

#### 2009
* Var with original data within SOEPlong: p0282
* SOEPcore: zp6102

#### 2010
* Var with original data within SOEPlong: p0282
* SOEPcore: bap5002

#### 2011
* Var with original data within SOEPlong: p0282
* SOEPcore: bbp6302

#### 2012
* Var with original data within SOEPlong: p0282
* SOEPcore: bcp5002

#### 2013
* Var with original data within SOEPlong: p0282
* SOEPcore: bdp6502
",1
"soep-long","PLB0186","PL","paz10",283,"","BCP51","BCP",2012,"This variable is available for all years. But to harmonize this variable over time 24 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: p0283
* SOEPcore: ap31

#### 1985
* Var with original data within SOEPlong: p0283
* SOEPcore: bp41

#### 1986
* Var with original data within SOEPlong: p0283
* SOEPcore: cp48

#### 1987
* Var with original data within SOEPlong: p0283
* SOEPcore: dp41

#### 1988
* Var with original data within SOEPlong: p0283
* SOEPcore: ep40

#### 1989
* Var with original data within SOEPlong: p0283
* SOEPcore: fp41

#### 1990
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1991
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1992
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1993
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1994
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1995
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1996
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1997
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1998
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 1999
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2000
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2001
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2003
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2004
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2005
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2006
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2007
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2008
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2009
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2010
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2011
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2012
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 

#### 2013
* Var with original data within SOEPlong: pc0079
 * Replace:   REP p0283/10 if p0283>0 & p0283~=.
* SOEPcore: 
",1
