"study","varname","recname","concept","lid_item_id","is_key","lid_ref_varname","lid_ref_recname","lid_ref_year","description","description_long","boost"
"soep-long","PLB0187","PL","paz11",3658,"","BCP52","BCP",2012,"The variable is available for 13 years, ranging from 2001 to 2013. To harmonize this variable over time 3 replace or recode commands were necessary.","#### 2001
* Var with original data within SOEPlong: pc0263
 * Recode:   REC 2=3 
* SOEPcore: 

#### 2002
* Var with original data within SOEPlong: pc0263
 * Recode:   REC 2=3 
* SOEPcore: 

#### 2003
* Var with original data within SOEPlong: pc0263
 * Recode:   REC 2=3 
* SOEPcore: 

#### 2004
* Var with original data within SOEPlong: p3658
* SOEPcore: up51

#### 2005
* Var with original data within SOEPlong: p3658
* SOEPcore: vp63

#### 2006
* Var with original data within SOEPlong: p3658
* SOEPcore: wp52

#### 2007
* Var with original data within SOEPlong: p3658
* SOEPcore: xp65

#### 2008
* Var with original data within SOEPlong: p3658
* SOEPcore: yp61

#### 2009
* Var with original data within SOEPlong: p3658
* SOEPcore: zp63

#### 2010
* Var with original data within SOEPlong: p3658
* SOEPcore: bap52

#### 2011
* Var with original data within SOEPlong: p3658
* SOEPcore: bbp65

#### 2012
* Var with original data within SOEPlong: p3658
* SOEPcore: bcp52

#### 2013
* Var with original data within SOEPlong: p3658
* SOEPcore: bdp67
",0.43
"soep-long","PLB0071","PL","_3662_p_req",3662,"","JP3506O","JP",1993,"The variable is available for 4 years, ranging from 1990 to 1993.","#### 1990
* Var with original data within SOEPlong: p3662
* SOEPcore: gp3006e NOT!_p36621990 

#### 1991
* Var with original data within SOEPlong: p3662
* SOEPcore: hp3506o

#### 1992
* Var with original data within SOEPlong: p3662
* SOEPcore: ip3506o

#### 1993
* Var with original data within SOEPlong: p3662
* SOEPcore: jp3506o
",0.13
"soep-long","PLB0282","PL","pend1",3689,"","BCP73","BCP",2012,"The variable is available for 29 years, ranging from 1985 to 2013.","#### 1985
* Var with original data within SOEPlong: p3689
* SOEPcore: bp21g

#### 1986
* Var with original data within SOEPlong: p3689
* SOEPcore: cp21g

#### 1987
* Var with original data within SOEPlong: p3689
* SOEPcore: dp19g

#### 1988
* Var with original data within SOEPlong: p3689
* SOEPcore: ep19g

#### 1989
* Var with original data within SOEPlong: p3689
* SOEPcore: fp17g

#### 1990
* Var with original data within SOEPlong: p3689
* SOEPcore: gp20g

#### 1991
* Var with original data within SOEPlong: p3689
* SOEPcore: hp22g

#### 1992
* Var with original data within SOEPlong: p3689
* SOEPcore: ip22g

#### 1993
* Var with original data within SOEPlong: p3689
* SOEPcore: jp22g

#### 1994
* Var with original data within SOEPlong: p3689
* SOEPcore: kp20

#### 1995
* Var with original data within SOEPlong: p3689
* SOEPcore: lp16

#### 1996
* Var with original data within SOEPlong: p3689
* SOEPcore: mp61

#### 1997
* Var with original data within SOEPlong: p3689
* SOEPcore: np61

#### 1998
* Var with original data within SOEPlong: p3689
* SOEPcore: op52

#### 1999
* Var with original data within SOEPlong: p3689
* SOEPcore: pp69

#### 2000
* Var with original data within SOEPlong: p3689
* SOEPcore: qp69

#### 2001
* Var with original data within SOEPlong: p3689
* SOEPcore: rp69

#### 2002
* Var with original data within SOEPlong: p3689
* SOEPcore: sp69

#### 2003
* Var with original data within SOEPlong: p3689
* SOEPcore: tp87

#### 2004
* Var with original data within SOEPlong: p3689
* SOEPcore: up72

#### 2005
* Var with original data within SOEPlong: p3689
* SOEPcore: vp93

#### 2006
* Var with original data within SOEPlong: p3689
* SOEPcore: wp81

#### 2007
* Var with original data within SOEPlong: p3689
* SOEPcore: xp87

#### 2008
* Var with original data within SOEPlong: p3689
* SOEPcore: yp88

#### 2009
* Var with original data within SOEPlong: p3689
* SOEPcore: zp84

#### 2010
* Var with original data within SOEPlong: p3689
* SOEPcore: bap75

#### 2011
* Var with original data within SOEPlong: p3689
* SOEPcore: bbp85

#### 2012
* Var with original data within SOEPlong: p3689
* SOEPcore: bcp73

#### 2013
* Var with original data within SOEPlong: p3689
* SOEPcore: bdp91
",0.97
"soep-long","PLB0050","PL","pbr1",3693,"","BBP35","BBP",2011,"The variable is available for 3 years, ranging from 2001 to 2011.","#### 2001
* Var with original data within SOEPlong: p3693
* SOEPcore: rp42

#### 2006
* Var with original data within SOEPlong: p3693
* SOEPcore: wp44

#### 2011
* Var with original data within SOEPlong: p3693
* SOEPcore: bbp35
",0.1
"soep-long","PLB0279","PL","_3703_p_oct",3703,"","JP23G09O","JP",1993,"The variable is available for 3 years, ranging from 1991 to 1993.","#### 1991
* Var with original data within SOEPlong: p3703
* SOEPcore: hp23g09o

#### 1992
* Var with original data within SOEPlong: p3703
* SOEPcore: ip23g09o

#### 1993
* Var with original data within SOEPlong: p3703
* SOEPcore: jp23g09o
",0.1
"soep-long","PLC0201","PL","pek101",3713,"","ZP7919","ZP",2009,"The variable is available for 9 years, ranging from 2001 to 2009.","#### 2001
* Var with original data within SOEPlong: p3713
* SOEPcore: rp6624

#### 2002
* Var with original data within SOEPlong: p3713
* SOEPcore: sp6626

#### 2003
* Var with original data within SOEPlong: p3713
* SOEPcore: tp8426

#### 2004
* Var with original data within SOEPlong: p3713
* SOEPcore: up6820

#### 2005
* Var with original data within SOEPlong: p3713
* SOEPcore: vp8019

#### 2006
* Var with original data within SOEPlong: p3713
* SOEPcore: wp7119

#### 2007
* Var with original data within SOEPlong: p3713
* SOEPcore: xp8219

#### 2008
* Var with original data within SOEPlong: p3713
* SOEPcore: yp7719

#### 2009
* Var with original data within SOEPlong: p3713
* SOEPcore: zp7919
",0.3
"soep-long","PLB0280","PL","_3719_p_oct",3719,"","JP23G10O","JP",1993,"The variable is available for 3 years, ranging from 1991 to 1993.","#### 1991
* Var with original data within SOEPlong: p3719
* SOEPcore: hp23g10o

#### 1992
* Var with original data within SOEPlong: p3719
* SOEPcore: ip23g10o

#### 1993
* Var with original data within SOEPlong: p3719
* SOEPcore: jp23g10o
",0.1
"soep-long","PLC0200","PL","pek10",3734,"","ZP7918","ZP",2009,"The variable is available for 9 years, ranging from 2001 to 2009.","#### 2001
* Var with original data within SOEPlong: p3734
* SOEPcore: rp6623

#### 2002
* Var with original data within SOEPlong: p3734
* SOEPcore: sp6625

#### 2003
* Var with original data within SOEPlong: p3734
* SOEPcore: tp8425

#### 2004
* Var with original data within SOEPlong: p3734
* SOEPcore: up6819

#### 2005
* Var with original data within SOEPlong: p3734
* SOEPcore: vp8018

#### 2006
* Var with original data within SOEPlong: p3734
* SOEPcore: wp7118

#### 2007
* Var with original data within SOEPlong: p3734
* SOEPcore: xp8218

#### 2008
* Var with original data within SOEPlong: p3734
* SOEPcore: yp7718

#### 2009
* Var with original data within SOEPlong: p3734
* SOEPcore: zp7918
",0.3
"soep-long","PLB0041","PL","pzaf",3735,"","BCP37","BCP",2012,"The variable is available for 13 years, ranging from 2001 to 2013.","#### 2001
* Var with original data within SOEPlong: p3735
* SOEPcore: rp38

#### 2002
* Var with original data within SOEPlong: p3735
* SOEPcore: sp38

#### 2003
* Var with original data within SOEPlong: p3735
* SOEPcore: tp64

#### 2004
* Var with original data within SOEPlong: p3735
* SOEPcore: up35

#### 2005
* Var with original data within SOEPlong: p3735
* SOEPcore: vp40

#### 2006
* Var with original data within SOEPlong: p3735
* SOEPcore: wp33

#### 2007
* Var with original data within SOEPlong: p3735
* SOEPcore: xp44

#### 2008
* Var with original data within SOEPlong: p3735
* SOEPcore: yp43

#### 2009
* Var with original data within SOEPlong: p3735
* SOEPcore: zp39

#### 2010
* Var with original data within SOEPlong: p3735
* SOEPcore: bap35

#### 2011
* Var with original data within SOEPlong: p3735
* SOEPcore: bbp39

#### 2012
* Var with original data within SOEPlong: p3735
* SOEPcore: bcp37

#### 2013
* Var with original data within SOEPlong: p3735
* SOEPcore: bdp48
",0.43
"soep-long","PLH0164","PL","pzuf06",3789,"","YP0107","YP",2008,"The variable is available for 5 years, ranging from 1989 to 2008.","#### 1989
* Var with original data within SOEPlong: p3789
* SOEPcore: fp0104

#### 1993
* Var with original data within SOEPlong: p3789
* SOEPcore: jp0107

#### 2000
* Var with original data within SOEPlong: p3789
* SOEPcore: qp0109

#### 2004
* Var with original data within SOEPlong: p3789
* SOEPcore: up0106

#### 2008
* Var with original data within SOEPlong: p3789
* SOEPcore: yp0107
",0.17
"soep-long","PLB0066","PL","pberka",3796,"","BCP4006","BCP",2012,"The variable is available for 13 years, ranging from 2001 to 2013.","#### 2001
* Var with original data within SOEPlong: p3796
* SOEPcore: rp4006

#### 2002
* Var with original data within SOEPlong: p3796
* SOEPcore: sp4006

#### 2003
* Var with original data within SOEPlong: p3796
* SOEPcore: tp6606

#### 2004
* Var with original data within SOEPlong: p3796
* SOEPcore: up3706

#### 2005
* Var with original data within SOEPlong: p3796
* SOEPcore: vp4306

#### 2006
* Var with original data within SOEPlong: p3796
* SOEPcore: wp3606

#### 2007
* Var with original data within SOEPlong: p3796
* SOEPcore: xp4706

#### 2008
* Var with original data within SOEPlong: p3796
* SOEPcore: yp4606

#### 2009
* Var with original data within SOEPlong: p3796
* SOEPcore: zp4206

#### 2010
* Var with original data within SOEPlong: p3796
* SOEPcore: bap3806

#### 2011
* Var with original data within SOEPlong: p3796
* SOEPcore: bbp4206

#### 2012
* Var with original data within SOEPlong: p3796
* SOEPcore: bcp4006

#### 2013
* Var with original data within SOEPlong: p3796
* SOEPcore: bdp4606
",0.43
"soep-long","PLB0110","PL","pbed14",3797,"","RP4114","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3797
* SOEPcore: rp4114
",0.03
"soep-long","PLC0117","PL","pvekno",3808,"","BCP80P01","BCP",2012,"The variable is available for 13 years, ranging from 2001 to 2013.","#### 2001
* Var with original data within SOEPlong: p3808
* SOEPcore: rp76o

#### 2002
* Var with original data within SOEPlong: p3808
* SOEPcore: sp76p

#### 2003
* Var with original data within SOEPlong: p3808
* SOEPcore: tp94p01

#### 2004
* Var with original data within SOEPlong: p3808
* SOEPcore: up79p01

#### 2005
* Var with original data within SOEPlong: p3808
* SOEPcore: vp100p01

#### 2006
* Var with original data within SOEPlong: p3808
* SOEPcore: wp77p01

#### 2007
* Var with original data within SOEPlong: p3808
* SOEPcore: xp94p01

#### 2008
* Var with original data within SOEPlong: p3808
* SOEPcore: yp95p01

#### 2009
* Var with original data within SOEPlong: p3808
* SOEPcore: zp91p01

#### 2010
* Var with original data within SOEPlong: p3808
* SOEPcore: bap82p01

#### 2011
* Var with original data within SOEPlong: p3808
* SOEPcore: bbp92p01

#### 2012
* Var with original data within SOEPlong: p3808
* SOEPcore: bcp80p01

#### 2013
* Var with original data within SOEPlong: p3808
* SOEPcore: bdp98p01
",0.43
"soep-long","PLF0020","PL","ptier5",3814,"","RP10405","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3814
* SOEPcore: rp10405
",0.03
"soep-long","PLJ0079","PL","pna14",557,"","BCP147","BCP",2012,"The variable is available for 4 years, ranging from 2001 to 2012.","#### 2001
* Var with original data within SOEPlong: p3819
* SOEPcore: rp128

#### 2003
* Var with original data within SOEPlong: p3819
* SOEPcore: tp134

#### 2010
* Var with original data within SOEPlong: p3819
* SOEPcore: bap142

#### 2012
* Var with original data within SOEPlong: p3819
* SOEPcore: bcp147
",0.13
"soep-long","PLJ0080","PL","pna15",558,"","BCP146","BCP",2012,"The variable is available for 4 years, ranging from 2001 to 2012.","#### 2001
* Var with original data within SOEPlong: p3820
* SOEPcore: rp129

#### 2003
* Var with original data within SOEPlong: p3820
* SOEPcore: tp135

#### 2010
* Var with original data within SOEPlong: p3820
* SOEPcore: bap143

#### 2012
* Var with original data within SOEPlong: p3820
* SOEPcore: bcp146
",0.13
"soep-long","PLC0110","PL","_3847_p_trf",3847,"","QP76N","QP",2000,"The variable is available for 7 years, ranging from 1990 to 2000.","#### 1990
* Var with original data within SOEPlong: p3847
* SOEPcore: gp70m

#### 1995
* Var with original data within SOEPlong: p3847
* SOEPcore: lp81m

#### 1996
* Var with original data within SOEPlong: p3847
* SOEPcore: mp67n

#### 1997
* Var with original data within SOEPlong: p3847
* SOEPcore: np67n

#### 1998
* Var with original data within SOEPlong: p3847
* SOEPcore: op58n

#### 1999
* Var with original data within SOEPlong: p3847
* SOEPcore: pp76n

#### 2000
* Var with original data within SOEPlong: p3847
* SOEPcore: qp76n
",0.23
"soep-long","PLC0375","PL","perb",3854,"","RP108","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3854
* SOEPcore: rp108
",0.03
"soep-long","PLC0376","PL","perba1",3855,"","RP108A01","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3855
* SOEPcore: rp108a01
",0.03
"soep-long","PLC0377","PL","perbb1",3856,"","RP108A02","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3856
* SOEPcore: rp108a02
",0.03
"soep-long","PLC0378","PL","perbc11",3857,"","RP108A03","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3857
* SOEPcore: rp108a03
",0.03
"soep-long","PLC0379","PL","perbc12",3858,"","RP108A04","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3858
* SOEPcore: rp108a04
",0.03
"soep-long","PLC0380","PL","perbc13",3859,"","RP108A05","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3859
* SOEPcore: rp108a05
",0.03
"soep-long","PLC0381","PL","perbc14",3860,"","RP108A06","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3860
* SOEPcore: rp108a06
",0.03
"soep-long","PLC0382","PL","perbc15",3861,"","RP108A07","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3861
* SOEPcore: rp108a07
",0.03
"soep-long","PLC0383","PL","perbd1",3862,"","RP108A08","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3862
* SOEPcore: rp108a08
",0.03
"soep-long","PLC0384","PL","perbd11",3863,"","RP108A09","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3863
* SOEPcore: rp108a09
",0.03
"soep-long","PLC0385","PL","perbe1",3864,"","RP108A10","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3864
* SOEPcore: rp108a10
",0.03
"soep-long","PLC0386","PL","perba2",3865,"","RP108B01","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3865
* SOEPcore: rp108b01
",0.03
"soep-long","PLC0387","PL","perbb2",3866,"","RP108B02","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3866
* SOEPcore: rp108b02
",0.03
"soep-long","PLC0388","PL","perbc21",3867,"","RP108B03","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3867
* SOEPcore: rp108b03
",0.03
"soep-long","PLC0389","PL","perbc22",3868,"","RP108B04","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3868
* SOEPcore: rp108b04
",0.03
"soep-long","PLC0390","PL","perbc23",3869,"","RP108B05","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3869
* SOEPcore: rp108b05
",0.03
"soep-long","PLC0391","PL","perbc24",3870,"","RP108B06","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3870
* SOEPcore: rp108b06
",0.03
"soep-long","PLC0392","PL","perbc25",3871,"","RP108B07","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3871
* SOEPcore: rp108b07
",0.03
"soep-long","PLC0393","PL","perbd2",3872,"","RP108B08","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3872
* SOEPcore: rp108b08
",0.03
"soep-long","PLC0394","PL","perbd21",3873,"","RP108B09","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3873
* SOEPcore: rp108b09
",0.03
"soep-long","PLC0395","PL","perbe2",3874,"","RP108B10","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3874
* SOEPcore: rp108b10
",0.03
"soep-long","PLC0396","PL","perba3",3875,"","RP108C01","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3875
* SOEPcore: rp108c01
",0.03
"soep-long","PLC0397","PL","perbb3",3876,"","RP108C02","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3876
* SOEPcore: rp108c02
",0.03
"soep-long","PLC0398","PL","perbc31",3877,"","RP108C03","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3877
* SOEPcore: rp108c03
",0.03
"soep-long","PLC0399","PL","perbc32",3878,"","RP108C04","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3878
* SOEPcore: rp108c04
",0.03
"soep-long","PLC0400","PL","perbc33",3879,"","RP108C05","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3879
* SOEPcore: rp108c05
",0.03
"soep-long","PLC0401","PL","perbc34",3880,"","RP108C06","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3880
* SOEPcore: rp108c06
",0.03
"soep-long","PLC0402","PL","perbc35",3881,"","RP108C07","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3881
* SOEPcore: rp108c07
",0.03
"soep-long","PLC0403","PL","perbd3",3882,"","RP108C08","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3882
* SOEPcore: rp108c08
",0.03
"soep-long","PLC0404","PL","perbd31",3883,"","RP108C09","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3883
* SOEPcore: rp108c09
",0.03
"soep-long","PLC0405","PL","perbe3",3884,"","RP108C10","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3884
* SOEPcore: rp108c10
",0.03
"soep-long","PLC0406","PL","perbja",3885,"","RP10901","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3885
* SOEPcore: rp10901
",0.03
"soep-long","PLC0407","PL","perbdm",3886,"","RP10902","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3886
* SOEPcore: rp10902
",0.03
"soep-long","PLH0151","PL","plh0151",3902,"","EP94A","EPAUSL",1988,"This variable is only available for the year 1988.","#### 1988
* Var with original data within SOEPlong: p3902
* SOEPcore: ep94a NOT!_p39021988 
",0.03
"soep-long","PLI0046","PL","pwerk5",3903,"","BCP0405","BCP",2012,"The variable is available for 13 years, ranging from 2001 to 2013.","#### 2001
* Var with original data within SOEPlong: p3903
* SOEPcore: rp0213

#### 2002
* Var with original data within SOEPlong: p3903
* SOEPcore: sp1105

#### 2003
* Var with original data within SOEPlong: p3903
* SOEPcore: tp1013

#### 2004
* Var with original data within SOEPlong: p3903
* SOEPcore: up0205

#### 2005
* Var with original data within SOEPlong: p3903
* SOEPcore: vp0213

#### 2006
* Var with original data within SOEPlong: p3903
* SOEPcore: wp6205

#### 2007
* Var with original data within SOEPlong: p3903
* SOEPcore: xp0213

#### 2008
* Var with original data within SOEPlong: p3903
* SOEPcore: yp1205

#### 2009
* Var with original data within SOEPlong: p3903
* SOEPcore: zp0205

#### 2010
* Var with original data within SOEPlong: p3903
* SOEPcore: bap0305

#### 2011
* Var with original data within SOEPlong: p3903
* SOEPcore: bbp0205

#### 2012
* Var with original data within SOEPlong: p3903
* SOEPcore: bcp0405

#### 2013
* Var with original data within SOEPlong: p3903
* SOEPcore: bdp1005
",0.43
"soep-long","PLI0055","PL","psa5",3904,"","BBP0214","BBP",2011,"The variable is available for 7 years, ranging from 2001 to 2013.","#### 2001
* Var with original data within SOEPlong: p3904
* SOEPcore: rp0214

#### 2003
* Var with original data within SOEPlong: p3904
* SOEPcore: tp1014

#### 2005
* Var with original data within SOEPlong: p3904
* SOEPcore: vp0214

#### 2007
* Var with original data within SOEPlong: p3904
* SOEPcore: xp0214

#### 2009
* Var with original data within SOEPlong: p3904
* SOEPcore: zp0214

#### 2011
* Var with original data within SOEPlong: p3904
* SOEPcore: bbp0214

#### 2013
* Var with original data within SOEPlong: p3904
* SOEPcore: bdp1015
",0.23
"soep-long","PLI0057","PL","pso5",3905,"","BBP0223","BBP",2011,"The variable is available for 7 years, ranging from 2001 to 2013.","#### 2001
* Var with original data within SOEPlong: p3905
* SOEPcore: rp0215

#### 2003
* Var with original data within SOEPlong: p3905
* SOEPcore: tp1015

#### 2005
* Var with original data within SOEPlong: p3905
* SOEPcore: vp0215

#### 2007
* Var with original data within SOEPlong: p3905
* SOEPcore: xp0215

#### 2009
* Var with original data within SOEPlong: p3905
* SOEPcore: zp0223

#### 2011
* Var with original data within SOEPlong: p3905
* SOEPcore: bbp0223

#### 2013
* Var with original data within SOEPlong: p3905
* SOEPcore: bdp1025
",0.23
"soep-long","PLI0093","PL","pfz4",3906,"","BBP0304","BBP",2011,"The variable is available for 5 years, ranging from 2001 to 2011.","#### 2001
* Var with original data within SOEPlong: p3906
* SOEPcore: rp0304

#### 2005
* Var with original data within SOEPlong: p3906
* SOEPcore: vp0304

#### 2007
* Var with original data within SOEPlong: p3906
* SOEPcore: xp0304

#### 2009
* Var with original data within SOEPlong: p3906
* SOEPcore: zp0304

#### 2011
* Var with original data within SOEPlong: p3906
* SOEPcore: bbp0304
",0.17
"soep-long","PLI0068","PL","pnetp",3907,"","RP0503","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3907
* SOEPcore: rp0503
",0.03
"soep-long","PLI0069","PL","pnetp1",3908,"","RP0504","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3908
* SOEPcore: rp0504
",0.03
"soep-long","PLI0072","PL","pnetb",3909,"","RP0603","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3909
* SOEPcore: rp0603
",0.03
"soep-long","PLI0073","PL","pnetb1",3910,"","RP0604","RP",2001,"This variable is only available for the year 2001.","#### 2001
* Var with original data within SOEPlong: p3910
* SOEPcore: rp0604
",0.03
"soep-long","PLK0004","PL","_3911_p_wim",3911,"","CPARTANG","CP",1986,"This variable is only available for the year 1986.","#### 1986
* Var with original data within SOEPlong: p3911
* SOEPcore: cpartang
",0.03
"soep-long","PLH0047","PL","peuro1",4005,"","SP02","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4005
* SOEPcore: sp02
",0.03
"soep-long","PLH0048","PL","peuro2",4006,"","SP03","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4006
* SOEPcore: sp03
",0.03
"soep-long","PLH0049","PL","peuro31",4007,"","SP0501","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4007
* SOEPcore: sp0501
",0.03
"soep-long","PLH0050","PL","peuro32",4008,"","SP0502","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4008
* SOEPcore: sp0502
",0.03
"soep-long","PLH0051","PL","peuro33",4009,"","SP0503","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4009
* SOEPcore: sp0503
",0.03
"soep-long","PLH0052","PL","peuro34",4010,"","SP0504","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4010
* SOEPcore: sp0504
",0.03
"soep-long","PLH0053","PL","peuro35",4011,"","SP0505","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4011
* SOEPcore: sp0505
",0.03
"soep-long","PLH0158","PL","peuro4",4012,"","SP06","SP",2002,"This variable is only available for the year 2002.","#### 2002
* Var with original data within SOEPlong: p4012
* SOEPcore: sp06
",0.03
"soep-long","PLB0103","PL","palt1",4014,"","BCP5401","BCP",2012,"The variable is available for 12 years, ranging from 2002 to 2013.","#### 2002
* Var with original data within SOEPlong: p4014
* SOEPcore: sp4801

#### 2003
* Var with original data within SOEPlong: p4014
* SOEPcore: tp6701

#### 2004
* Var with original data within SOEPlong: p4014
* SOEPcore: up5301

#### 2005
* Var with original data within SOEPlong: p4014
* SOEPcore: vp6501

#### 2006
* Var with original data within SOEPlong: p4014
* SOEPcore: wp5401

#### 2007
* Var with original data within SOEPlong: p4014
* SOEPcore: xp6701

#### 2008
* Var with original data within SOEPlong: p4014
* SOEPcore: yp6301

#### 2009
* Var with original data within SOEPlong: p4014
* SOEPcore: zp6501

#### 2010
* Var with original data within SOEPlong: p4014
* SOEPcore: bap5401

#### 2011
* Var with original data within SOEPlong: p4014
* SOEPcore: bbp6701

#### 2012
* Var with original data within SOEPlong: p4014
* SOEPcore: bcp5401

#### 2013
* Var with original data within SOEPlong: p4014
* SOEPcore: bdp7101
",0.4
"soep-long","PLB0460","PL","palt2",4015,"","BCP5402","BCP",2012,"The variable is available for 12 years, ranging from 2002 to 2013.","#### 2002
* Var with original data within SOEPlong: p4015
* SOEPcore: sp4802

#### 2003
* Var with original data within SOEPlong: p4015
* SOEPcore: tp6702

#### 2004
* Var with original data within SOEPlong: p4015
* SOEPcore: up5302

#### 2005
* Var with original data within SOEPlong: p4015
* SOEPcore: vp6502

#### 2006
* Var with original data within SOEPlong: p4015
* SOEPcore: wp5402

#### 2007
* Var with original data within SOEPlong: p4015
* SOEPcore: xp6702

#### 2008
* Var with original data within SOEPlong: p4015
* SOEPcore: yp6302

#### 2009
* Var with original data within SOEPlong: p4015
* SOEPcore: zp6502

#### 2010
* Var with original data within SOEPlong: p4015
* SOEPcore: bap5402

#### 2011
* Var with original data within SOEPlong: p4015
* SOEPcore: bbp6702

#### 2012
* Var with original data within SOEPlong: p4015
* SOEPcore: bcp5402

#### 2013
* Var with original data within SOEPlong: p4015
* SOEPcore: bdp7102
",0.4
"soep-long","PLB0180","PL","paz05",4016,"","BCP4901","BCP",2012,"The variable is available for 5 years, ranging from 2002 to 2012.","#### 2002
* Var with original data within SOEPlong: p4016
* SOEPcore: sp5001

#### 2004
* Var with original data within SOEPlong: p4016
* SOEPcore: up4801

#### 2006
* Var with original data within SOEPlong: p4016
* SOEPcore: wp4901

#### 2008
* Var with original data within SOEPlong: p4016
* SOEPcore: yp5801

#### 2012
* Var with original data within SOEPlong: p4016
* SOEPcore: bcp4901
",0.17
"soep-long","PLB0181","PL","paz06",4017,"","BCP4902","BCP",2012,"The variable is available for 5 years, ranging from 2002 to 2012.","#### 2002
* Var with original data within SOEPlong: p4017
* SOEPcore: sp5002

#### 2004
* Var with original data within SOEPlong: p4017
* SOEPcore: up4802

#### 2006
* Var with original data within SOEPlong: p4017
* SOEPcore: wp4902

#### 2008
* Var with original data within SOEPlong: p4017
* SOEPcore: yp5802

#### 2012
* Var with original data within SOEPlong: p4017
* SOEPcore: bcp4902
",0.17
"soep-long","PLB0182","PL","paz07",4018,"","BCP4903","BCP",2012,"The variable is available for 5 years, ranging from 2002 to 2012.","#### 2002
* Var with original data within SOEPlong: p4018
* SOEPcore: sp5003

#### 2004
* Var with original data within SOEPlong: p4018
* SOEPcore: up4803

#### 2006
* Var with original data within SOEPlong: p4018
* SOEPcore: wp4903

#### 2008
* Var with original data within SOEPlong: p4018
* SOEPcore: yp5803

#### 2012
* Var with original data within SOEPlong: p4018
* SOEPcore: bcp4903
",0.17
