study_name,dataset_name,variable_name,concept_name,description
soep-core,bp,bp22g02,pwexl4,
soep-core,bp,bp22g03,pwexl4,
soep-core,bp,bp22g04,pwexl4,
soep-core,bp,bp22g05,pwexl4,
soep-core,bp,bp22g06,pwexl4,
soep-core,bp,bp22g07,pwexl4,
soep-core,bp,bp22g08,pwexl4,
soep-core,bp,bp22g09,pwexl4,
soep-core,bp,bp22g10,pwexl4,
soep-core,bp,bp22g11,pwexl4,
soep-core,bp,bp23g01,pend2,
soep-core,bp,bp23g02,pend3,
soep-core,bp,bp23g03,_1065_p_oct,
soep-core,bp,bp24g01,pend4,
soep-core,bp,bp24g02,pend5,
soep-core,bp,bp25g01,pend6,
soep-core,bp,bp25g02,pend6,
soep-core,bp,bp25g03,pend6,
soep-core,bp,bp25g04,pend6,
soep-core,bp,bp25g05,_1414_p_ocr,
soep-core,bp,bp25g06,pend6,
soep-core,bp,bp25g07,pend6,
soep-core,bp,bp25g08,pend6,
soep-core,bp,bp25g09,pend6,
soep-core,bp,bp26g01,_1415_p_ocr,
soep-core,bp,bp26g02,_1416_p_ocr,
soep-core,bp,bp26g03,_1417_p_ocr,
soep-core,bp,bp26g04,_1418_p_ocr,
soep-core,bp,bp26g05,_1419_p_ocr,
soep-core,bp,bp26g06,_1420_p_ocr,
soep-core,bp,bp26g07,_1421_p_ocr,
soep-core,bp,bp26g08,_1423_p_ocr,
soep-core,bp,bp26g09,_1424_p_ocr,
soep-core,bp,bp26g10,_1425_p_ocr,
soep-core,bp,bp26g11,_1426_p_ocr,
soep-core,bp,bp26g12,_1427_p_ocr,
soep-core,bp,bp26g13,_1428_p_ocr,
soep-core,bp,bp26g14,_1429_p_ocr,
soep-core,bp,bp26g15,_1430_p_ocr,
soep-core,bp,bp26g16,_1431_p_ocr,
soep-core,bp,bp26g17,_1432_p_ocr,
soep-core,bp,bp27g01,pvergl1,
soep-core,bp,bp27g02,pvergl2,
soep-core,bp,bp27g03,pvergl3,
soep-core,bp,bp27g04,pvergl4,
soep-core,bp,bp27g05,pvergl5,
soep-core,bp,bp27g06,pvergl6,
soep-core,bp,bp27g07,pvergl7,
soep-core,bp,bp27g08,pvergl8,
soep-core,bp,bp28g,pvergl9,
soep-core,bp,bp29g01,psuch2,
soep-core,bp,bp29g02,psuch2,
soep-core,bp,bp29g03,psuch2,
soep-core,bp,bp29g04,_1522_p_tjs,
soep-core,bp,bp29g05,_1523_p_tjs,
soep-core,bp,bp29g06,psuch2,
soep-core,bp,bp31,pberja,
soep-core,bp,bp3201,pberaus,
soep-core,bp,bp3202,peinar1,
soep-core,bp,bp3203,peinar2,
soep-core,bp,bp3204,peinar3,
soep-core,bp,bp3205,pberaus,
soep-core,bp,bp3206,pberaus,
soep-core,bp,bp3301,poed,
soep-core,bp,bp34,pgesunt,
soep-core,bp,bp3501,_1438_p_sim,
soep-core,bp,bp3502,_1439_p_sim,
soep-core,bp,bp36,paz14,
soep-core,bp,bp3503,_1440_p_sim,
soep-core,bp,bp3701,pver01,
soep-core,bp,bp3702,pver02,
soep-core,bp,bp3703,pver03,
soep-core,bp,bp3704,pver05,
soep-core,bp,bp3705,pver06,
soep-core,bp,bp3801,parb,
soep-core,bp,bp3802,_243_p_ocs,
soep-core,bp,bp3803,pazubi,
soep-core,bp,bp3804,pang,
soep-core,bp,bp3805,pamt,
soep-core,bp,bp3901,pbed01,
soep-core,bp,bp3902,pbed02,
soep-core,bp,bp3903,pbed03,
soep-core,bp,bp3904,pbed04,
soep-core,bp,bp3905,pbed05,
soep-core,bp,bp3906,pbed06,
soep-core,bp,bp3907,_1469_p_wkc,
soep-core,bp,bp3908,pbed07,
soep-core,bp,bp3909,pbed08,
soep-core,bp,bp3910,pbed09,
soep-core,bp,bp3911,pbed10,
soep-core,bp,bp3912,pbed11,
soep-core,bp,bp3913,pbed12,
soep-core,bp,bp4001,paz08,
soep-core,bp,bp4002,paz09,
soep-core,bp,bp41,paz10,
soep-core,bp,bp42,pustd4,
soep-core,bp,bp4301,pbrut,
soep-core,bp,bp4302,pnett,
soep-core,bp,bp4401,pseitj,
soep-core,bp,bp4402,pseitm,
soep-core,bp,bp45,pbefr1,
soep-core,bp,bp46,_959_p_adb,
soep-core,bp,bp4701,_960_p_adb,
soep-core,bp,bp4702,_961_p_adb,
soep-core,bp,bp48,_962_p_adb,
soep-core,bp,bp4901,pwohn4,
soep-core,bp,bp4902,pwohn5,
soep-core,bp,bp5001,_1615_p_mtr,
soep-core,bp,bp5002,_1616_p_mtr,
soep-core,bp,bp5003,paweg9,
soep-core,bp,bp5004,_1617_p_mtr,
soep-core,bp,bp5005,_1618_p_mtr,
soep-core,bp,bp5006,_1619_p_mtr,
soep-core,bp,bp5101,paweg1,
soep-core,bp,bp5102,paweg2,
soep-core,bp,bp5201,_970_p_dtw,
soep-core,bp,bp5202,_971_p_dtw,
soep-core,bp,bp5203,_972_p_dtw,
soep-core,bp,bp53,pab1,
soep-core,bp,bp5401,pab5,
soep-core,bp,bp5402,pab6,
soep-core,bp,bp5403,pab6nr,
soep-core,bp,bp5404,pab6nr2,
soep-core,bp,bp5405,pab7nr,
soep-core,bp,bp5406,pab7,
soep-core,bp,bp55a,,
soep-core,bp,bp55b,,
soep-core,bp,bp55c,,
soep-core,bp,bp55d,,
soep-core,bp,bp55e,,
soep-core,bp,bp55g,,
soep-core,bp,bp55h,,
soep-core,bp,bp55i,,
soep-core,bp,bp55j,,
soep-core,bp,bp57a,,
soep-core,bp,bp57b,,
soep-core,bp,bp57c,,
soep-core,bp,bp57d,,
soep-core,bp,bp57e,,
soep-core,bp,bp57f,,
soep-core,bp,bp57g,,
soep-core,bp,bp57h,,
soep-core,bp,bp57j,,
soep-core,bp,bp57k,,
soep-core,bp,bp57m,,
soep-core,bp,bp57n,,
soep-core,bp,bp56,_1452_p_vac,
soep-core,bp,bp5901,pzus01,
soep-core,bp,bp5902,pzus011,
soep-core,bp,bp5903,pzus02,
soep-core,bp,bp5904,pzus021,
soep-core,bp,bp5905,pzus03,
soep-core,bp,bp5906,pzus031,
soep-core,bp,bp5907,pzus04,
soep-core,bp,bp5908,pzus041,
soep-core,bp,bp5909,pzus05,
soep-core,bp,bp5910,pzus051,
soep-core,bp,bp5911,pzus06,
soep-core,bp,bp5912,pzus061,
soep-core,bp,bp5913,pzus07,
soep-core,bp,bp6001,pzus08,
soep-core,bp,bp6002,pzus081,
soep-core,bp,bp6003,pzus09,
soep-core,bp,bp6004,pzus091,
soep-core,bp,bp6005,pzus10,
soep-core,bp,bp6101,_1202_p_tax,
soep-core,bp,bp6102,_1203_p_tax,
soep-core,bp,bp6201,pkv03,
soep-core,bp,bp6202,pkv03,
soep-core,bp,bp6203,ppkv01,
soep-core,bp,bp6204,ppkv13,
soep-core,bp,bp6205,pkv03,
soep-core,bp,bp6206,pkv01,
soep-core,bp,bp6301,_462_p_tin,
soep-core,bp,bp6302,pkv02,
soep-core,bp,bp6303,pkv02,
soep-core,bp,bp6304,pkv02,
soep-core,bp,bp6305,pkv01,
soep-core,bp,bp6306,pkv02,
soep-core,bp,bp6307,_462_p_tin,
soep-core,bp,bp6308,ppkv02,
soep-core,bp,bp6309,ppkv05,
soep-core,bp,bp6401,_911_p_pcn,
soep-core,bp,bp6402,_912_p_pcn,
soep-core,bp,bp6403,_913_p_pcn,
soep-core,bp,bp6501,punt11,
soep-core,bp,bp6502,punt12,
soep-core,bp,bp6503,punt21,
soep-core,bp,bp6504,punt22,
soep-core,bp,bp6505,punt31,
soep-core,bp,bp6506,punt32,
soep-core,bp,bp6507,punt41,
soep-core,bp,bp6508,punt42,
soep-core,bp,bp6509,punt51,
soep-core,bp,bp6510,punt52,
soep-core,bp,bp6511,puntno,
soep-core,bp,bp66,_1196_p_tax,
soep-core,bp,bp67,_1457_p_tax,
soep-core,bp,bp6801,_1458_p_tax,
soep-core,bp,bp6802,_1459_p_tax,
soep-core,bp,bp69,pges02a,
soep-core,bp,bp70,pkr17,
soep-core,bp,bp7101,pdr2,
soep-core,bp,bp7102,_1009_p_dov,
soep-core,bp,bp7103,_1010_p_dov,
soep-core,bp,bp7104,_1011_p_dov,
soep-core,bp,bp7105,_1012_p_dov,
soep-core,bp,bp7106,_1013_p_dov,
soep-core,bp,bp7107,_1014_p_dov,
soep-core,bp,bp7108,_1015_p_dov,
soep-core,bp,bp7109,_1016_p_dov,
soep-core,bp,bp7110,_1017_p_dov,
soep-core,bp,bp7111,_1018_p_dov,
soep-core,bp,bp7112,_1019_p_dov,
soep-core,bp,bp7201,pkr1,
soep-core,bp,bp7202,pkr3,
soep-core,bp,bp7203,pkr2,
soep-core,bp,bp7301,pkr5,
soep-core,bp,bp7302,pkr6,
soep-core,bp,bp7303,pkr4,
soep-core,bp,bp7304,pkr4,
soep-core,bp,bp7401,pbeh1,
soep-core,bp,bp7402,pbeh2,
soep-core,bp,bp75,ppol1,
soep-core,bp,bp76,_1568_p_gov,
soep-core,bp,bp7701,psor01,
soep-core,bp,bp7702,psor02,
soep-core,bp,bp7703,psor04,
soep-core,bp,bp7704,psor05,
soep-core,bp,bp7705,psor10,
soep-core,bp,bp7706,psornr,
soep-core,bp,bp7801,ppoz1,
soep-core,bp,bp7802,ppoz2,
soep-core,bp,bp7803,ppoz3,
soep-core,bp,bp7804,ppoz4,
soep-core,bp,bp7901,ppol2,
soep-core,bp,bp7902,ppol3,
soep-core,bp,bp7903,ppol4,
soep-core,bp,bp8001,pfs012,
soep-core,bp,bp8002,pfs013,
soep-core,bp,bp8003,pfs022,
soep-core,bp,bp8004,pfs023,
soep-core,bp,bp8005,pfs062,
soep-core,bp,bp8006,pfs063,
soep-core,bp,bp8007,pfs052,
soep-core,bp,bp8008,pfs053,
soep-core,bp,bp8009,pfs072,
soep-core,bp,bp8010,pfs073,
soep-core,bp,bp8011,pfs042,
soep-core,bp,bp8012,pfs043,
soep-core,bp,bp8013,pfs032,
soep-core,bp,bp8014,pfs033,
soep-core,bp,bp8015,pfs102,
soep-core,bp,bp8016,pfs102,
soep-core,bp,bp8017,pfs103,
soep-core,bp,bp8018,pfsno,
soep-core,bp,bp81,gebjahr,
soep-core,bp,bp82,_1620_p_tol,
soep-core,bp,bp83,_1621_p_tol,
soep-core,bp,bp8401,_1622_p_ymo,
soep-core,bp,bp8402,_1623_p_ymo,
soep-core,bp,bp85,psex,
soep-core,bp,bp8601,_1624_p_fhf,
soep-core,bp,bp8602,_1625_p_fhf,
soep-core,bp,bp8603,_1626_p_fhf,
soep-core,bp,bp8604,_1627_p_fhf,
soep-core,bp,bp8605,_1628_p_fhf,
soep-core,bp,bp8606,_1629_p_fhf,
soep-core,bp,bp8607,_1630_p_fhf,
soep-core,bp,bp8608,_1631_p_fhf,
soep-core,bp,bp8609,_1632_p_fhf,
soep-core,bp,bp8610,_1633_p_fhf,
soep-core,bp,bp8611,_1634_p_fhf,
soep-core,bp,bp8612,_1635_p_fhf,
soep-core,bp,bp8613,_1636_p_fhf,
soep-core,bp,bp8614,_1637_p_fhf,
soep-core,bp,bp8615,_1638_p_fhf,
soep-core,bp,bp8616,_1639_p_fhf,
soep-core,bp,bp8617,_1640_p_fhf,
soep-core,bp,bp8618,_1641_p_fhf,
soep-core,bp,bp8619,_1642_p_fhf,
soep-core,bp,bp8620,_1643_p_fhf,
soep-core,bp,bp8621,_1644_p_fhf,
soep-core,bp,bp8623,_1646_p_fhf,
soep-core,bp,bp8622,_1645_p_fhf,
soep-core,bp,bp8624,_1647_p_fhf,
soep-core,bp,bp8625,_1648_p_fhf,
soep-core,bp,bp8626,_1649_p_fhf,
soep-core,bp,bp8627,_1650_p_fhf,
soep-core,bp,bp8628,_1651_p_fhf,
soep-core,bp,bp8629,_1652_p_fhf,
soep-core,bp,bp8630,_1653_p_fhf,
soep-core,bp,bp8631,_1654_p_fhf,
soep-core,bp,bp8632,_1655_p_fhf,
soep-core,bp,bp8633,_1656_p_fhf,
soep-core,bp,bp8634,_1657_p_fhf,
soep-core,bp,bp87,_1658_p_fhf,
soep-core,bp,bp8801,_1659_p_fhf,
soep-core,bp,bp8804,_1660_p_fhf,
soep-core,bp,bp8807,_1661_p_fhf,
soep-core,bp,bp8802,_1662_p_fhf,
soep-core,bp,bp8805,_1663_p_fhf,
soep-core,bp,bp8808,_1664_p_fhf,
soep-core,bp,bp8803,_1665_p_fhf,
soep-core,bp,bp8806,_1666_p_fhf,
soep-core,bp,bp8809,_1667_p_fhf,
soep-core,bp,bp89,_1228_p_ona,
soep-core,bp,bp9001,h2wohn1,
soep-core,bp,bp9002,_1226_p_seh,
soep-core,bp,bp9003,_1227_p_seh,
soep-core,bp,bfamstd1,item_7506,
soep-core,bp,bfamstd2,item_7507,
soep-core,bp,bfamstd3,item_7508,
soep-core,bp,bp91b,pabs02,
soep-core,bp,bp92b01,pabs07,
soep-core,bp,bp92b02,pabs08,
soep-core,bp,bp92b03,pabs09,
soep-core,bp,bp92b04,pabs10,
soep-core,bp,bp1513,paus5,
soep-core,bp,bp92b06,pabs12,
soep-core,bp,bp92b07,pabs13,
soep-core,bp,bp92b08,pabs14,
soep-core,bp,bp92b09,pabs15,
soep-core,bp,bp92b10,_1215_p_vod,
soep-core,bp,bp9301,pzule1,
soep-core,bp,bp9302,_1556_p_sat,
soep-core,bp,bp9303,pzule3,
soep-core,bp,bpinta,pform,
soep-core,bp,bpdrpra,_926_p_wim,
soep-core,bp,bpinda1,pdauer1,
soep-core,bp,bpinda2,pdauer2,
soep-core,bp,bptagin,pdatt,
soep-core,bp,bpmonin,pdatm,
soep-core,bp,bp30_isco88,_pgen_pgis88,
soep-core,bp,bp30_kldb92,_pgen_pgklas,
soep-core,bp,bp33_nace,_1293_p_jcl,
soep-core,bp,intid,intid,
soep-core,bp,bp5405_klba88,p_klba88_train,
soep-core,bpausl,hhnrakt,_hid,
soep-core,bpausl,cid,_cid,
soep-core,bpausl,persnr,_pid,
soep-core,bpausl,syear,_syear,
soep-core,bpausl,hhnr,_cid,
soep-core,bpausl,bhhnr,_hid,
soep-core,bpausl,hid,_hid,
soep-core,bpausl,pid,_pid,
soep-core,bpausl,bpspkz,_775_p_int,
soep-core,bpausl,welle,jahr,
soep-core,bpausl,bperfas,_927_p_wim,
soep-core,bpausl,bbefrper,pnr,
soep-core,bpausl,sample1,sample1,
soep-core,bpausl,bp65a01,pld0120,
soep-core,bpausl,bp65a02,pcd0013,
soep-core,bpausl,bp65a03,pcd0014,
soep-core,bpausl,bp65a04,pcd0015,
soep-core,bpausl,bp65a05,pcd0016,
soep-core,bpausl,bp65b01,pld0125,
soep-core,bpausl,bp65b02,pld0126,
soep-core,bpausl,bp65b03,pcd0017,
soep-core,bpausl,bp89a,pnatnr,
soep-core,bpausl,bp90a01,pna14,
soep-core,bpausl,bp90a02,pna15,
soep-core,bpausl,bp91a01,pna05,
soep-core,bpausl,bp91a02,pna06,
soep-core,bpausl,bp91a03,pna07,
soep-core,bpausl,bp91a04,pna08,
soep-core,bpausl,bp92a,_544_p_ics,
soep-core,bpausl,bp93a,pna02,
soep-core,bpausl,bp94a,pna03,
soep-core,bpausl,bp95a01,_833_p_trr,
soep-core,bpausl,bp95a02,_563_p_trr,
soep-core,bpausl,bp95a03,pla0003,
soep-core,bpausl,bp95a04,pla0004,
soep-core,bpausl,bp95a05,pla0005,
soep-core,bpausl,bp95a06,pla0006,
soep-core,bpausl,bp95a07,pla0007,
soep-core,bpausl,bp96a01,plj0084,
soep-core,bpausl,bp96a02,pnat13,
soep-core,bpausl,bp97a01,plf0014,
soep-core,bpausl,bp97a02,plf0015,
soep-core,bpausl,bp97a03,plf0016,
soep-core,bpausl,bp98a,plf0011,
soep-core,bpausl,bp99a01,immiyear,
soep-core,bpausl,bp99a02,plj0005,
soep-core,bpausl,bp100a01,plj0028,
soep-core,bpausl,bp100a02,plg0032,
soep-core,bpausl,bp100a03,plg0033,
soep-core,bpausl,bp101a01,plg0034,
soep-core,bpausl,bp101a02,plg0035,
soep-core,bpausl,bp102a01,plg0049,
soep-core,bpausl,bp102a02,pcg0011,
soep-core,bpausl,bp102a03,plg0051,
soep-core,bpausl,bp102a04,plg0052,
soep-core,bpausl,bp102a05,plg0053,
soep-core,bpausl,bp102a06,plg0054,
soep-core,bpausl,bp102a08,plg0056,
soep-core,bpausl,bp102a07,plg0055,
soep-core,bpausl,bp102a09,plg0057,
soep-core,bpausl,bp102a10,plg0058,
soep-core,bpausl,bp102a11,plg0059,
soep-core,bpausl,bp103a01,plg0060,
soep-core,bpausl,bp103a02,plg0061,
soep-core,bpausl,bp103a03,plg0062,
soep-core,bpausl,bp103a04,plg0063,
soep-core,bpausl,bp103a05,plg0064,
soep-core,bpausl,bp103a06,plg0065,
soep-core,bpbrutto,cid,_cid,
soep-core,bpbrutto,hid,_hid,
soep-core,bpbrutto,pid,_pid,
soep-core,bpbrutto,syear,_syear,
soep-core,bpbrutto,hhnr,_cid,
soep-core,bpbrutto,bhhnr,_hid,
soep-core,bpbrutto,hhnrakt,_hid,
soep-core,bpbrutto,persnr,_pid,
soep-core,bpbrutto,welle,jahr,
soep-core,bpbrutto,bpnrakt,pnrakt,
soep-core,bpbrutto,bgeburt,geburt,
soep-core,bpbrutto,bsex,sex,
soep-core,bpbrutto,bstell,stell,
soep-core,bpbrutto,bpnat,pnat,
soep-core,bpbrutto,bstistat,stistat,
soep-core,bpbrutto,bbefstat,befstat,
soep-core,bpbrutto,bpzug,pzug,
soep-core,bpbrutto,bpzugm,pzugm,
soep-core,bpbrutto,bpzugj,pzugj,
soep-core,bpbrutto,bpform,pform,
soep-core,bpbrutto,bperg,perg,
soep-core,bpbrutto,bpergz,pergz,
soep-core,bpbrutto,bpader,pader,
soep-core,bpbrutto,bpadq,padq,
soep-core,bpbrutto,bpaderq,paderq,
soep-core,bpbrutto,bpnrneu,item_2255,
soep-core,bpbrutto,bpart,part,
soep-core,bpbrutto,blint,lint,
soep-core,bpbrutto,bpzweitv,pzweitv,
soep-core,bpbrutto,bpzugv,pzugv,
soep-core,bpbrutto,bpformv,pformv,
soep-core,bpbrutto,bpergv,item_2260,
soep-core,bpbrutto,bpnralt,item_2261,
soep-core,bpbrutto,bpup,item_2263,
soep-core,bpbrutto,sample1,,
soep-core,bpequiv,cid,_cid,
soep-core,bpequiv,hid,_hid,
soep-core,bpequiv,persnr,_pid,
soep-core,bpequiv,syear,_syear,
soep-core,bpequiv,hhnr,_cid,
soep-core,bpequiv,bhhnr,_hid,
soep-core,bpequiv,hhnrakt,_hid,
soep-core,bpequiv,pid,_pid,
soep-core,bpequiv,x11101ll,_pequiv_x11101ll,
soep-core,bpequiv,d11102ll,_pequiv_d11102ll,
soep-core,bpequiv,x11104ll,_pequiv_x11104ll,
soep-core,bpequiv,x1110285,_pequiv_x11102,
soep-core,bpequiv,x1110385,_pequiv_x11103,
soep-core,bpequiv,x1110585,_pequiv_x11105,
soep-core,bpequiv,d1110185,_pequiv_d11101,
soep-core,bpequiv,d1110385,_pequiv_d11103,
soep-core,bpequiv,d1110485,_pequiv_d11104,
soep-core,bpequiv,d1110585,_pequiv_d11105,
soep-core,bpequiv,d1110685,_pequiv_d11106,
soep-core,bpequiv,d1110785,_pequiv_d11107,
soep-core,bpequiv,d1110885,_pequiv_d11108,
soep-core,bpequiv,d1110985,_pequiv_d11109,
soep-core,bpequiv,e1110185,_pequiv_e11101,
soep-core,bpequiv,e1110285,_pequiv_e11102,
soep-core,bpequiv,e1110385,_pequiv_e11103,
soep-core,bpequiv,e1110485,_pequiv_e11104,
soep-core,bpequiv,e1110585,_pequiv_e11105,
soep-core,bpequiv,e1110685,_pequiv_e11106,
soep-core,bpequiv,e1110785,_pequiv_e11107,
soep-core,bpequiv,i1110185,_pequiv_i11101,
soep-core,bpequiv,i1110285,_pequiv_i11102,
soep-core,bpequiv,i1110385,_pequiv_i11103,
soep-core,bpequiv,i1110485,_pequiv_i11104,
soep-core,bpequiv,i1110585,_pequiv_i11105,
soep-core,bpequiv,i1110685,_pequiv_i11106,
soep-core,bpequiv,i1110785,_pequiv_i11107,
soep-core,bpequiv,i1110885,_pequiv_i11108,
soep-core,bpequiv,i1110985,_pequiv_i11109,
soep-core,bpequiv,i1111085,_pequiv_i11110,
soep-core,bpequiv,i1111185,_pequiv_i11111,
soep-core,bpequiv,i1111285,_pequiv_i11112,
soep-core,bpequiv,i1111385,_pequiv_i11113,
soep-core,bpequiv,i1111485,_pequiv_i11114,
soep-core,bpequiv,i1111585,_pequiv_i11115,
soep-core,bpequiv,i1111685,_pequiv_i11116,
soep-core,bpequiv,i1111785,_pequiv_i11117,
soep-core,bpequiv,i1120185,_pequiv_i11201,
soep-core,bpequiv,i1120285,_pequiv_i11202,
soep-core,bpequiv,i1120385,_pequiv_i11203,
soep-core,bpequiv,i1120485,_pequiv_i11204,
soep-core,bpequiv,i1120685,_pequiv_i11206,
soep-core,bpequiv,i1120785,_pequiv_i11207,
soep-core,bpequiv,i1120885,_pequiv_i11208,
soep-core,bpequiv,i1121085,_pequiv_i11210,
soep-core,bpequiv,i1121785,_pequiv_i11217,
soep-core,bpequiv,w1110485,_pequiv_w11104,
soep-core,bpequiv,w1110285,_pequiv_w11102,
soep-core,bpequiv,w1110385,_pequiv_w11103,
soep-core,bpequiv,w1110585,_pequiv_w11105,
soep-core,bpequiv,w1110785,_pequiv_w11107,
soep-core,bpequiv,w1110885,_pequiv_w11108,
soep-core,bpequiv,w1110985,_pequiv_w11109,
soep-core,bpequiv,w1111085,_pequiv_w11110,
soep-core,bpequiv,w1111185,_pequiv_w11111,
soep-core,bpequiv,h1110185,_pequiv_h11101,
soep-core,bpequiv,h1110285,_pequiv_h11102,
soep-core,bpequiv,h1110385,_pequiv_h11103,
soep-core,bpequiv,h1110485,_pequiv_h11104,
soep-core,bpequiv,h1110585,_pequiv_h11105,
soep-core,bpequiv,h1110685,_pequiv_h11106,
soep-core,bpequiv,h1110785,_pequiv_h11107,
soep-core,bpequiv,h1110885,_pequiv_h11108,
soep-core,bpequiv,h1110985,_pequiv_h11109,
soep-core,bpequiv,h1111085,_pequiv_h11110,
soep-core,bpequiv,h1111285,_pequiv_h11112,
soep-core,bpequiv,y1110185,_pequiv_y11101,
soep-core,bpequiv,l1110185,_pequiv_l11101,
soep-core,bpequiv,l1110285,_pequiv_l11102,
soep-core,bpequiv,i1111885,_pequiv_i11118,
soep-core,bpequiv,i1121885,_pequiv_i11218,
soep-core,bpequiv,h1111185,_pequiv_h11111,
soep-core,bpequiv,i1120585,_pequiv_i11205,
soep-core,bpequiv,i1120985,_pequiv_i11209,
soep-core,bpequiv,w1110185,_pequiv_w11101,
soep-core,bpequiv,e1120185,_pequiv_e11201,
soep-core,bpequiv,ijob185,_pequiv_ijob1,
soep-core,bpequiv,ijob285,_pequiv_ijob2,
soep-core,bpequiv,iself85,_pequiv_iself,
soep-core,bpequiv,ioldy85,_pequiv_ioldy,
soep-core,bpequiv,iwidy85,_pequiv_iwidy,
soep-core,bpequiv,iunby85,_pequiv_iunby,
soep-core,bpequiv,iunay85,_pequiv_iunay,
soep-core,bpequiv,isuby85,_pequiv_isuby,
soep-core,bpequiv,ieret85,_pequiv_ieret,
soep-core,bpequiv,imaty85,_pequiv_imaty,
soep-core,bpequiv,istuy85,_pequiv_istuy,
soep-core,bpequiv,imilt85,_pequiv_imilt,
soep-core,bpequiv,ialim85,_pequiv_ialim,
soep-core,bpequiv,ielse85,_pequiv_ielse,
soep-core,bpequiv,icomp85,_pequiv_icomp,
soep-core,bpequiv,iprvp85,_pequiv_iprvp,
soep-core,bpequiv,i13ly85,_pequiv_i13ly,
soep-core,bpequiv,i14ly85,_pequiv_i14ly,
soep-core,bpequiv,ixmas85,_pequiv_ixmas,
soep-core,bpequiv,iholy85,_pequiv_iholy,
soep-core,bpequiv,igray85,_pequiv_igray,
soep-core,bpequiv,iothy85,_pequiv_iothy,
soep-core,bpequiv,igrv185,_pequiv_igrv1,
soep-core,bpequiv,igrv285,_pequiv_igrv2,
soep-core,bpequiv,renty85,_pequiv_renty,
soep-core,bpequiv,opery85,_pequiv_opery,
soep-core,bpequiv,divdy85,_pequiv_divdy,
soep-core,bpequiv,chspt85,_pequiv_chspt,
soep-core,bpequiv,house85,_pequiv_house,
soep-core,bpequiv,nursh85,_pequiv_nursh,
soep-core,bpequiv,subst85,_pequiv_subst,
soep-core,bpequiv,sphlp85,_pequiv_sphlp,
soep-core,bpequiv,hsup85,_pequiv_hsup,
soep-core,bpequiv,fjob185,_pequiv_fjob1,
soep-core,bpequiv,fjob285,_pequiv_fjob2,
soep-core,bpequiv,fself85,_pequiv_fself,
soep-core,bpequiv,funby85,_pequiv_funby,
soep-core,bpequiv,foldy85,_pequiv_foldy,
soep-core,bpequiv,fwidy85,_pequiv_fwidy,
soep-core,bpequiv,funay85,_pequiv_funay,
soep-core,bpequiv,fsuby85,_pequiv_fsuby,
soep-core,bpequiv,feret85,_pequiv_feret,
soep-core,bpequiv,fmaty85,_pequiv_fmaty,
soep-core,bpequiv,fstuy85,_pequiv_fstuy,
soep-core,bpequiv,fmilt85,_pequiv_fmilt,
soep-core,bpequiv,falim85,_pequiv_falim,
soep-core,bpequiv,fcomp85,_pequiv_fcomp,
soep-core,bpequiv,felse85,_pequiv_felse,
soep-core,bpequiv,fprvp85,_pequiv_fprvp,
soep-core,bpequiv,f13ly85,_pequiv_f13ly,
soep-core,bpequiv,f14ly85,_pequiv_f14ly,
soep-core,bpequiv,fxmas85,_pequiv_fxmas,
soep-core,bpequiv,fholy85,_pequiv_fholy,
soep-core,bpequiv,fgray85,_pequiv_fgray,
soep-core,bpequiv,fothy85,_pequiv_fothy,
soep-core,bpequiv,fgrv185,_pequiv_fgrv1,
soep-core,bpequiv,fgrv285,_pequiv_fgrv2,
soep-core,bpequiv,frenty85,_pequiv_frenty,
soep-core,bpequiv,fopery85,_pequiv_fopery,
soep-core,bpequiv,fchspt85,_pequiv_fchspt,
soep-core,bpequiv,fdivdy85,_pequiv_fdivdy,
soep-core,bpequiv,fhouse85,_pequiv_fhouse,
soep-core,bpequiv,fnursh85,_pequiv_fnursh,
soep-core,bpequiv,fsubst85,_pequiv_fsubst,
soep-core,bpequiv,fsphlp85,_pequiv_fsphlp,
soep-core,bpequiv,fhsup85,_pequiv_fhsup,
soep-core,bpequiv,ismp185,_pequiv_ismp1,
soep-core,bpequiv,iciv185,_pequiv_iciv1,
soep-core,bpequiv,iwar185,_pequiv_iwar1,
soep-core,bpequiv,iagr185,_pequiv_iagr1,
soep-core,bpequiv,iguv185,_pequiv_iguv1,
soep-core,bpequiv,ivbl185,_pequiv_ivbl1,
soep-core,bpequiv,icom185,_pequiv_icom1,
soep-core,bpequiv,iprv185,_pequiv_iprv1,
soep-core,bpequiv,ison185,_pequiv_ison1,
soep-core,bpequiv,ismp285,_pequiv_ismp2,
soep-core,bpequiv,iciv285,_pequiv_iciv2,
soep-core,bpequiv,iwar285,_pequiv_iwar2,
soep-core,bpequiv,iagr285,_pequiv_iagr2,
soep-core,bpequiv,iguv285,_pequiv_iguv2,
soep-core,bpequiv,ivbl285,_pequiv_ivbl2,
soep-core,bpequiv,icom285,_pequiv_icom2,
soep-core,bpequiv,ison285,_pequiv_ison2,
soep-core,bpequiv,iprv285,_pequiv_iprv2,
soep-core,bpequiv,m1110185,_pequiv_m11101,
soep-core,bpequiv,m1110285,_pequiv_m11102,
soep-core,bpequiv,m1110385,_pequiv_m11103,
soep-core,bpequiv,m1110485,_pequiv_m11104,
soep-core,bpequiv,m1110585,_pequiv_m11105,
soep-core,bpequiv,m1110685,_pequiv_m11106,
soep-core,bpequiv,m1110785,_pequiv_m11107,
soep-core,bpequiv,m1110885,_pequiv_m11108,
