study_name,dataset_name,variable_name,question_name,instrument_name
soep-core,fp,fp5409,54,soep-core-1989-pe
soep-core,fp,fp5410,54,soep-core-1989-pe
soep-core,fp,fp5411,54,soep-core-1989-pe
soep-core,fp,fp5412,54,soep-core-1989-pe
soep-core,fp,fp5413,54,soep-core-1989-pe
soep-core,fp,fp5414,54,soep-core-1989-pe
soep-core,fp,fp5415,54,soep-core-1989-pe
soep-core,fp,fp5416,54,soep-core-1989-pe
soep-core,fp,fp5417,54,soep-core-1989-pe
soep-core,fp,fp5418,54,soep-core-1989-pe
soep-core,fp,fp5419,54,soep-core-1989-pe
soep-core,fp,fp5420,54,soep-core-1989-pe
soep-core,fp,fp5421,54,soep-core-1989-pe
soep-core,fp,fp5422,54,soep-core-1989-pe
soep-core,fp,fp5423,54,soep-core-1989-pe
soep-core,fp,fp5424,54,soep-core-1989-pe
soep-core,fp,fp5425,54,soep-core-1989-pe
soep-core,fp,fp5426,54,soep-core-1989-pe
soep-core,fp,fp5427,54,soep-core-1989-pe
soep-core,fp,fp5428,54,soep-core-1989-pe
soep-core,fp,fp5429,54,soep-core-1989-pe
soep-core,fp,fp5430,54,soep-core-1989-pe
soep-core,fp,fp5431,54,soep-core-1989-pe
soep-core,fp,fp5432,54,soep-core-1989-pe
soep-core,fp,fp5433,54,soep-core-1989-pe
soep-core,fp,fp5434,54,soep-core-1989-pe
soep-core,fp,fp5435,54,soep-core-1989-pe
soep-core,fp,fp5436,54,soep-core-1989-pe
soep-core,fp,fp5701,57,soep-core-1989-pe
soep-core,fp,fp5702,57,soep-core-1989-pe
soep-core,fp,fp5703,57,soep-core-1989-pe
soep-core,fp,fp5704,57,soep-core-1989-pe
soep-core,fp,fp5705,57,soep-core-1989-pe
soep-core,fp,fp5706,57,soep-core-1989-pe
soep-core,fp,fp5707,57,soep-core-1989-pe
soep-core,fp,fp5708,57,soep-core-1989-pe
soep-core,fp,fp5709,57,soep-core-1989-pe
soep-core,fp,fp5901,59,soep-core-1989-pe
soep-core,fp,fp5902,59,soep-core-1989-pe
soep-core,fp,fp5903,59,soep-core-1989-pe
soep-core,fp,fp5905,59,soep-core-1989-pe
soep-core,fp,fp6101,61,soep-core-1989-pe
soep-core,fp,fp6102,61,soep-core-1989-pe
soep-core,fp,fp6703,67,soep-core-1989-pe
soep-core,fp,fp6705,67,soep-core-1989-pe
soep-core,fp,fp7201,72,soep-core-1989-pe
soep-core,fp,fp7203,72,soep-core-1989-pe
soep-core,fp,fp7205,72,soep-core-1989-pe
soep-core,fp,fp7207,72,soep-core-1989-pe
soep-core,fp,fp7209,72,soep-core-1989-pe
soep-core,fp,fp7211,72,soep-core-1989-pe
soep-core,fp,fp7213,72,soep-core-1989-pe
soep-core,fp,fp7301,73,soep-core-1989-pe
soep-core,fp,fp7303,73,soep-core-1989-pe
soep-core,fp,fp7305,73,soep-core-1989-pe
soep-core,fp,fp7503,75,soep-core-1989-pe
soep-core,fp,fp7504,75,soep-core-1989-pe
soep-core,fp,fp7608,76,soep-core-1989-pe
soep-core,fp,fp7609,76,soep-core-1989-pe
soep-core,fp,fp7801,78,soep-core-1989-pe
soep-core,fp,fp7802,78,soep-core-1989-pe
soep-core,fp,fp7803,78,soep-core-1989-pe
soep-core,fp,fp7804,78,soep-core-1989-pe
soep-core,fp,fp7805,78,soep-core-1989-pe
soep-core,fp,fp7806,78,soep-core-1989-pe
soep-core,fp,fp7807,78,soep-core-1989-pe
soep-core,fp,fp7808,78,soep-core-1989-pe
soep-core,fp,fp7809,78,soep-core-1989-pe
soep-core,fp,fp7810,78,soep-core-1989-pe
soep-core,fp,fp7811,78,soep-core-1989-pe
soep-core,fp,fp9401,94,soep-core-1989-pe
soep-core,fp,fp9402,94,soep-core-1989-pe
soep-core,fp,fp9403,94,soep-core-1989-pe
soep-core,fp,fp9404,94,soep-core-1989-pe
soep-core,fp,fp9405,94,soep-core-1989-pe
soep-core,fp,fp9406,94,soep-core-1989-pe
soep-core,gh,gh04,4,soep-core-1990-hh
soep-core,gh,gh05b01,5,soep-core-1990-hh
soep-core,gh,gh05b02,5,soep-core-1990-hh
soep-core,gh,gh05b03,5,soep-core-1990-hh
soep-core,gh,gh05b04,5,soep-core-1990-hh
soep-core,gh,gh05b05,5,soep-core-1990-hh
soep-core,gh,gh05b07,5,soep-core-1990-hh
soep-core,gh,gh05b08,5,soep-core-1990-hh
soep-core,gh,gh05b09,5,soep-core-1990-hh
soep-core,gh,gh05b10,5,soep-core-1990-hh
soep-core,gh,gh05b11,5,soep-core-1990-hh
soep-core,gh,gh07b,7,soep-core-1990-hh
soep-core,gh,gh3402,34,soep-core-1990-hh
soep-core,gh,gh3403,34,soep-core-1990-hh
soep-core,gh,gh37,37,soep-core-1990-hh
soep-core,gh,gh38,38,soep-core-1990-hh
soep-core,gh,gh3901,39,soep-core-1990-hh
soep-core,gh,gh3902,39,soep-core-1990-hh
soep-core,gh,gh4101,41,soep-core-1990-hh
soep-core,gh,gh4102,41,soep-core-1990-hh
soep-core,gh,gh42,42,soep-core-1990-hh
soep-core,ghost,gh3001e,30,soep-core-1990-hh
soep-core,ghost,gh3002e,30,soep-core-1990-hh
soep-core,ghost,gh3301e,33,soep-core-1990-hh
soep-core,ghost,gh3302e,33,soep-core-1990-hh
soep-core,ghost,gh36e,36,soep-core-1990-hh
soep-core,gpausl,gp94a,94,soep-core-1990-pe
soep-core,gpausl,gp95a,95,soep-core-1990-pe
soep-core,gpausl,gp96a02,96,soep-core-1990-pe
soep-core,gpausl,gp97b,97,soep-core-1990-pe
soep-core,gpausl,gp98a01,98,soep-core-1990-pe
soep-core,gpausl,gp98a02,98,soep-core-1990-pe
soep-core,gpausl,gp98a04,98,soep-core-1990-pe
soep-core,gpausl,gp98a05,98,soep-core-1990-pe
soep-core,gpausl,gp98a07,98,soep-core-1990-pe
soep-core,gpausl,gp98a08,98,soep-core-1990-pe
soep-core,gpausl,gp99a,99,soep-core-1990-pe
soep-core,gp,gp0101,1,soep-core-1990-pe
soep-core,gp,gp0102,1,soep-core-1990-pe
soep-core,gp,gp0103,1,soep-core-1990-pe
soep-core,gp,gp0104,1,soep-core-1990-pe
soep-core,gp,gp0105,1,soep-core-1990-pe
soep-core,gp,gp0201,2,soep-core-1990-pe
soep-core,gp,gp0202,2,soep-core-1990-pe
soep-core,gp,gp0203,2,soep-core-1990-pe
soep-core,gp,gp0204,2,soep-core-1990-pe
soep-core,gp,gp0205,2,soep-core-1990-pe
soep-core,gp,gp0206,2,soep-core-1990-pe
soep-core,gp,gp0207,2,soep-core-1990-pe
soep-core,gp,gp0209,2,soep-core-1990-pe
soep-core,gp,gp0210,2,soep-core-1990-pe
soep-core,gp,gp0701,7,soep-core-1990-pe
soep-core,gp,gp0702,7,soep-core-1990-pe
soep-core,gp,gp0703,7,soep-core-1990-pe
soep-core,gp,gp0704,7,soep-core-1990-pe
soep-core,gp,gp0801,8,soep-core-1990-pe
soep-core,gp,gp0802,8,soep-core-1990-pe
soep-core,gp,gp101,10,soep-core-1990-pe
soep-core,gp,gp10301,10,soep-core-1990-pe
soep-core,gp,gp10302,10,soep-core-1990-pe
soep-core,gp,gp10303,10,soep-core-1990-pe
soep-core,gp,gp10304,10,soep-core-1990-pe
soep-core,gp,gp10305,10,soep-core-1990-pe
soep-core,gp,gp10306,10,soep-core-1990-pe
soep-core,gp,gp10307,10,soep-core-1990-pe
soep-core,gp,gp10308,10,soep-core-1990-pe
soep-core,gp,gp10309,10,soep-core-1990-pe
soep-core,gp,gp10310,10,soep-core-1990-pe
soep-core,gp,gp10311,10,soep-core-1990-pe
soep-core,gp,gp10312,10,soep-core-1990-pe
soep-core,gp,gp10313,10,soep-core-1990-pe
soep-core,gp,gp10314,10,soep-core-1990-pe
soep-core,gp,gp10315,10,soep-core-1990-pe
soep-core,gp,gp10316,10,soep-core-1990-pe
soep-core,gp,gp10317,10,soep-core-1990-pe
soep-core,gp,gp104b,10,soep-core-1990-pe
soep-core,gp,gp105b01,10,soep-core-1990-pe
soep-core,gp,gp105b02,10,soep-core-1990-pe
soep-core,gp,gp105b03,10,soep-core-1990-pe
soep-core,gp,gp105b04,10,soep-core-1990-pe
soep-core,gp,gp105b05,10,soep-core-1990-pe
soep-core,gp,gp105b06,10,soep-core-1990-pe
soep-core,gp,gp105b07,10,soep-core-1990-pe
soep-core,gp,gp105b08,10,soep-core-1990-pe
soep-core,gp,gp105b09,10,soep-core-1990-pe
soep-core,gp,gp109,10,soep-core-1990-pe
soep-core,gp,gp1301,13,soep-core-1990-pe
soep-core,gp,gp1304,13,soep-core-1990-pe
soep-core,gp,gp1307,13,soep-core-1990-pe
soep-core,gp,gp1310,13,soep-core-1990-pe
soep-core,gp,gp1313,13,soep-core-1990-pe
soep-core,gp,gp21g01,21,soep-core-1990-pe
soep-core,gp,gp21g02,21,soep-core-1990-pe
soep-core,gp,gp21g03,21,soep-core-1990-pe
soep-core,gp,gp21g04,21,soep-core-1990-pe
soep-core,gp,gp21g05,21,soep-core-1990-pe
soep-core,gp,gp21g06,21,soep-core-1990-pe
soep-core,gp,gp21g07,21,soep-core-1990-pe
soep-core,gp,gp21g08,21,soep-core-1990-pe
soep-core,gp,gp21g09,21,soep-core-1990-pe
soep-core,gp,gp21g10,21,soep-core-1990-pe
soep-core,gp,gp21g11,21,soep-core-1990-pe
soep-core,gp,gp28g,28,soep-core-1990-pe
soep-core,gp,gp29g01,29,soep-core-1990-pe
soep-core,gp,gp29g02,29,soep-core-1990-pe
soep-core,gp,gp29g03,29,soep-core-1990-pe
soep-core,gp,gp29g04,29,soep-core-1990-pe
soep-core,gp,gp29g06,29,soep-core-1990-pe
soep-core,gp,gp30g,30,soep-core-1990-pe
soep-core,gp,gp32,32,soep-core-1990-pe
soep-core,gp,gp36g01,36,soep-core-1990-pe
soep-core,gp,gp36g02,36,soep-core-1990-pe
soep-core,gp,gp3703,37,soep-core-1990-pe
soep-core,gp,gp4101,41,soep-core-1990-pe
soep-core,gp,gp4102,41,soep-core-1990-pe
soep-core,gp,gp42,42,soep-core-1990-pe
soep-core,gp,gp5001,50,soep-core-1990-pe
soep-core,gp,gp5002,50,soep-core-1990-pe
soep-core,gp,gp5101,51,soep-core-1990-pe
soep-core,gp,gp5102,51,soep-core-1990-pe
soep-core,gp,gp5401,54,soep-core-1990-pe
soep-core,gp,gp5402,54,soep-core-1990-pe
soep-core,gp,gp5403,54,soep-core-1990-pe
soep-core,gp,gp5404,54,soep-core-1990-pe
soep-core,gp,gp5405,54,soep-core-1990-pe
soep-core,gp,gp5406,54,soep-core-1990-pe
soep-core,gp,gp6703,67,soep-core-1990-pe
soep-core,gp,gp6705,67,soep-core-1990-pe
soep-core,gp,gp7201,72,soep-core-1990-pe
soep-core,gp,gp7203,72,soep-core-1990-pe
soep-core,gp,gp7205,72,soep-core-1990-pe
soep-core,gp,gp7207,72,soep-core-1990-pe
soep-core,gp,gp7209,72,soep-core-1990-pe
soep-core,gp,gp7211,72,soep-core-1990-pe
soep-core,gp,gp7213,72,soep-core-1990-pe
soep-core,gp,gp7301,73,soep-core-1990-pe
soep-core,gp,gp7303,73,soep-core-1990-pe
soep-core,gp,gp7305,73,soep-core-1990-pe
soep-core,gp,gp7503,75,soep-core-1990-pe
soep-core,gp,gp7504,75,soep-core-1990-pe
soep-core,gp,gp7608,76,soep-core-1990-pe
soep-core,gp,gp7609,76,soep-core-1990-pe
soep-core,gp,gp7801,78,soep-core-1990-pe
soep-core,gp,gp7802,78,soep-core-1990-pe
soep-core,gp,gp7803,78,soep-core-1990-pe
soep-core,gp,gp7804,78,soep-core-1990-pe
soep-core,gp,gp7805,78,soep-core-1990-pe
soep-core,gp,gp7806,78,soep-core-1990-pe
soep-core,gp,gp7807,78,soep-core-1990-pe
soep-core,gp,gp7808,78,soep-core-1990-pe
soep-core,gp,gp7809,78,soep-core-1990-pe
soep-core,gp,gp7810,78,soep-core-1990-pe
soep-core,gp,gp7811,78,soep-core-1990-pe
soep-core,gp,gp8601,86,soep-core-1990-pe
soep-core,gp,gp8602,86,soep-core-1990-pe
soep-core,gp,gp8603,86,soep-core-1990-pe
soep-core,gp,gp8604,86,soep-core-1990-pe
soep-core,gp,gp8605,86,soep-core-1990-pe
soep-core,gp,gp8606,86,soep-core-1990-pe
soep-core,gpost,gp0101e,1,soep-core-1990-pe
soep-core,gpost,gp0102e,1,soep-core-1990-pe
soep-core,gpost,gp0103e,1,soep-core-1990-pe
soep-core,gpost,gp0104e,1,soep-core-1990-pe
soep-core,gpost,gp0105e,1,soep-core-1990-pe
soep-core,gpost,gp0106e,1,soep-core-1990-pe
soep-core,gpost,gp0107e,1,soep-core-1990-pe
soep-core,gpost,gp0901e,9,soep-core-1990-pe
soep-core,gpost,gp0902e,9,soep-core-1990-pe
soep-core,gpost,gp0903e,9,soep-core-1990-pe
soep-core,gpost,gp0904e,9,soep-core-1990-pe
soep-core,gpost,gp1001e,10,soep-core-1990-pe
soep-core,gpost,gp1002e,10,soep-core-1990-pe
soep-core,gpost,gp1301e,13,soep-core-1990-pe
soep-core,gpost,gp2301e,23,soep-core-1990-pe
soep-core,gpost,gp2302e,23,soep-core-1990-pe
soep-core,gpost,gp25e,25,soep-core-1990-pe
soep-core,gpost,gp2903e,29,soep-core-1990-pe
soep-core,gpost,gp31e,31,soep-core-1990-pe
soep-core,gpost,gp3402e,34,soep-core-1990-pe
soep-core,gpost,gp3403e,34,soep-core-1990-pe
soep-core,gpost,gp3404e,34,soep-core-1990-pe
soep-core,gpost,gp3405e,34,soep-core-1990-pe
soep-core,gpost,gp3406e,34,soep-core-1990-pe
soep-core,gpost,gp3407e,34,soep-core-1990-pe
soep-core,gpost,gp3408e,34,soep-core-1990-pe
soep-core,gpost,gp3701e,37,soep-core-1990-pe
soep-core,gpost,gp3702e,37,soep-core-1990-pe
soep-core,gpost,gp38e,38,soep-core-1990-pe
soep-core,gpost,gp4801e,48,soep-core-1990-pe
soep-core,gpost,gp4802e,48,soep-core-1990-pe
soep-core,gpost,gp4803e,48,soep-core-1990-pe
soep-core,gpost,gp4804e,48,soep-core-1990-pe
soep-core,gpost,gp4805e,48,soep-core-1990-pe
soep-core,gpost,gp4806e,48,soep-core-1990-pe
soep-core,gpost,gp4807e,48,soep-core-1990-pe
soep-core,gpost,gp4808e,48,soep-core-1990-pe
soep-core,gpost,gp4809e,48,soep-core-1990-pe
soep-core,gpost,gp4810e,48,soep-core-1990-pe
soep-core,gpost,gp4811e,48,soep-core-1990-pe
soep-core,gpost,gp5501e,55,soep-core-1990-pe
soep-core,gpost,gp5502e,55,soep-core-1990-pe
soep-core,gpost,gp5503e,55,soep-core-1990-pe
soep-core,gpost,gp5504e,55,soep-core-1990-pe
soep-core,gpost,gp5505e,55,soep-core-1990-pe
soep-core,gpost,gp5506e,55,soep-core-1990-pe
soep-core,gpost,gp5508e,55,soep-core-1990-pe
soep-core,gpost,gp5509e,55,soep-core-1990-pe
soep-core,gpost,gp5801e,58,soep-core-1990-pe
soep-core,gpost,gp5802e,58,soep-core-1990-pe
soep-core,gpost,gp5803e,58,soep-core-1990-pe
soep-core,gpost,gp5804e,58,soep-core-1990-pe
soep-core,gpost,gp5805e,58,soep-core-1990-pe
soep-core,gpost,gp5809e,58,soep-core-1990-pe
soep-core,gpost,gp60e,60,soep-core-1990-pe
soep-core,gpost,gp6401e,64,soep-core-1990-pe
soep-core,gpost,gp6403e,64,soep-core-1990-pe
soep-core,hh,hh05,5,soep-core-1991-hh
soep-core,hh,hh4302,43,soep-core-1991-hh
soep-core,hh,hh4303,43,soep-core-1991-hh
soep-core,hh,hh4701,47,soep-core-1991-hh
soep-core,hh,hh4702,47,soep-core-1991-hh
soep-core,hh,hh48,48,soep-core-1991-hh
soep-core,hh,hh55,55,soep-core-1991-hh
soep-core,hpausl,hp92a,92,soep-core-1991-pe
soep-core,hpausl,hp99a02,99,soep-core-1991-pe
soep-core,hp,hp0101,1,soep-core-1991-pe
soep-core,hp,hp0102,1,soep-core-1991-pe
soep-core,hp,hp0103,1,soep-core-1991-pe
soep-core,hp,hp0104,1,soep-core-1991-pe
soep-core,hp,hp0105,1,soep-core-1991-pe
soep-core,hp,hp0106,1,soep-core-1991-pe
soep-core,hp,hp0107,1,soep-core-1991-pe
soep-core,hp,hp0201,2,soep-core-1991-pe
soep-core,hp,hp0202,2,soep-core-1991-pe
soep-core,hp,hp0203,2,soep-core-1991-pe
soep-core,hp,hp0204,2,soep-core-1991-pe
soep-core,hp,hp0401,4,soep-core-1991-pe
soep-core,hp,hp0402,4,soep-core-1991-pe
soep-core,hp,hp1001,10,soep-core-1991-pe
soep-core,hp,hp1002,10,soep-core-1991-pe
soep-core,hp,hp1003,10,soep-core-1991-pe
soep-core,hp,hp1004,10,soep-core-1991-pe
soep-core,hp,hp1005,10,soep-core-1991-pe
soep-core,hp,hp1006,10,soep-core-1991-pe
soep-core,hp,hp1008,10,soep-core-1991-pe
soep-core,hp,hp1009,10,soep-core-1991-pe
soep-core,hp,hp101,10,soep-core-1991-pe
soep-core,hp,hp10301,10,soep-core-1991-pe
soep-core,hp,hp10302,10,soep-core-1991-pe
soep-core,hp,hp10303,10,soep-core-1991-pe
soep-core,hp,hp10304,10,soep-core-1991-pe
soep-core,hp,hp10305,10,soep-core-1991-pe
soep-core,hp,hp10306,10,soep-core-1991-pe
soep-core,hp,hp10307,10,soep-core-1991-pe
soep-core,hp,hp10308,10,soep-core-1991-pe
soep-core,hp,hp10309,10,soep-core-1991-pe
soep-core,hp,hp10310,10,soep-core-1991-pe
soep-core,hp,hp10311,10,soep-core-1991-pe
soep-core,hp,hp10312,10,soep-core-1991-pe
soep-core,hp,hp10313,10,soep-core-1991-pe
soep-core,hp,hp10314,10,soep-core-1991-pe
soep-core,hp,hp10315,10,soep-core-1991-pe
soep-core,hp,hp10316,10,soep-core-1991-pe
soep-core,hp,hp10317,10,soep-core-1991-pe
soep-core,hp,hp104b,10,soep-core-1991-pe
soep-core,hp,hp105b01,10,soep-core-1991-pe
soep-core,hp,hp105b02,10,soep-core-1991-pe
soep-core,hp,hp105b03,10,soep-core-1991-pe
soep-core,hp,hp105b04,10,soep-core-1991-pe
soep-core,hp,hp105b05,10,soep-core-1991-pe
soep-core,hp,hp105b06,10,soep-core-1991-pe
soep-core,hp,hp105b07,10,soep-core-1991-pe
soep-core,hp,hp105b08,10,soep-core-1991-pe
soep-core,hp,hp105b09,10,soep-core-1991-pe
soep-core,hp,hp10901,10,soep-core-1991-pe
soep-core,hp,hp10902,10,soep-core-1991-pe
soep-core,hp,hp1101,11,soep-core-1991-pe
soep-core,hp,hp1102,11,soep-core-1991-pe
soep-core,hp,hp1201,12,soep-core-1991-pe
soep-core,hp,hp1202,12,soep-core-1991-pe
soep-core,hp,hp23g01,23,soep-core-1991-pe
soep-core,hp,hp23g02,23,soep-core-1991-pe
soep-core,hp,hp23g03,23,soep-core-1991-pe
soep-core,hp,hp23g04,23,soep-core-1991-pe
soep-core,hp,hp23g05,23,soep-core-1991-pe
soep-core,hp,hp23g06,23,soep-core-1991-pe
soep-core,hp,hp23g07,23,soep-core-1991-pe
soep-core,hp,hp23g08,23,soep-core-1991-pe
soep-core,hp,hp23g11,23,soep-core-1991-pe
soep-core,hp,hp23g12,23,soep-core-1991-pe
soep-core,hp,hp23g13,23,soep-core-1991-pe
soep-core,hp,hp30g,30,soep-core-1991-pe
soep-core,hp,hp31g01,31,soep-core-1991-pe
soep-core,hp,hp31g02,31,soep-core-1991-pe
soep-core,hp,hp31g03,31,soep-core-1991-pe
soep-core,hp,hp31g04,31,soep-core-1991-pe
soep-core,hp,hp31g06,31,soep-core-1991-pe
soep-core,hp,hp32g,32,soep-core-1991-pe
soep-core,hp,hp34,34,soep-core-1991-pe
soep-core,hp,hp4701,47,soep-core-1991-pe
soep-core,hp,hp4702,47,soep-core-1991-pe
soep-core,hp,hp4803,48,soep-core-1991-pe
soep-core,hp,hp5201,52,soep-core-1991-pe
soep-core,hp,hp5202,52,soep-core-1991-pe
soep-core,hp,hp53,53,soep-core-1991-pe
soep-core,hp,hp5801,58,soep-core-1991-pe
soep-core,hp,hp5802,58,soep-core-1991-pe
soep-core,hp,hp5803,58,soep-core-1991-pe
soep-core,hp,hp5804,58,soep-core-1991-pe
soep-core,hp,hp5805,58,soep-core-1991-pe
soep-core,hp,hp5806,58,soep-core-1991-pe
soep-core,hp,hp5807,58,soep-core-1991-pe
soep-core,hp,hp59,59,soep-core-1991-pe
soep-core,hp,hp6303,63,soep-core-1991-pe
soep-core,hp,hp6305,63,soep-core-1991-pe
soep-core,hp,hp6701,67,soep-core-1991-pe
soep-core,hp,hp6703,67,soep-core-1991-pe
soep-core,hp,hp6705,67,soep-core-1991-pe
soep-core,hp,hp6707,67,soep-core-1991-pe
soep-core,hp,hp6709,67,soep-core-1991-pe
soep-core,hp,hp6711,67,soep-core-1991-pe
soep-core,hp,hp6713,67,soep-core-1991-pe
soep-core,hp,hp6801,68,soep-core-1991-pe
soep-core,hp,hp6803,68,soep-core-1991-pe
soep-core,hp,hp6805,68,soep-core-1991-pe
soep-core,hp,hp7003,70,soep-core-1991-pe
soep-core,hp,hp7004,70,soep-core-1991-pe
soep-core,hp,hp7108,71,soep-core-1991-pe
soep-core,hp,hp7109,71,soep-core-1991-pe
soep-core,hp,hp7301,73,soep-core-1991-pe
soep-core,hp,hp7302,73,soep-core-1991-pe
soep-core,hp,hp7303,73,soep-core-1991-pe
soep-core,hp,hp7304,73,soep-core-1991-pe
soep-core,hp,hp7305,73,soep-core-1991-pe
soep-core,hp,hp7306,73,soep-core-1991-pe
soep-core,hp,hp7307,73,soep-core-1991-pe
soep-core,hp,hp7308,73,soep-core-1991-pe
soep-core,hp,hp7309,73,soep-core-1991-pe
soep-core,hp,hp7310,73,soep-core-1991-pe
soep-core,hp,hp7311,73,soep-core-1991-pe
soep-core,hp,hp9101,91,soep-core-1991-pe
soep-core,hp,hp9102,91,soep-core-1991-pe
soep-core,hp,hp9103,91,soep-core-1991-pe
soep-core,hp,hp9104,91,soep-core-1991-pe
soep-core,hp,hp9105,91,soep-core-1991-pe
soep-core,hp,hp9106,91,soep-core-1991-pe
soep-core,hpost,hp104o,10,soep-core-1991-pe
soep-core,hpost,hp39o01,39,soep-core-1991-pe
soep-core,hpost,hp39o02,39,soep-core-1991-pe
soep-core,hpost,hp40o01,40,soep-core-1991-pe
soep-core,hpost,hp41o01,41,soep-core-1991-pe
soep-core,hpost,hp41o02,41,soep-core-1991-pe
soep-core,ih,ih05,5,soep-core-1992-hh
soep-core,ih,ih40,40,soep-core-1992-hh
soep-core,ih,ih41,41,soep-core-1992-hh
soep-core,ih,ih4201,42,soep-core-1992-hh
soep-core,ih,ih4401,44,soep-core-1992-hh
soep-core,ih,ih4402,44,soep-core-1992-hh
soep-core,ih,ih4804,48,soep-core-1992-hh
soep-core,ih,ih49,49,soep-core-1992-hh
soep-core,ih,ih5001,50,soep-core-1992-hh
soep-core,ih,ih5002,50,soep-core-1992-hh
soep-core,ih,ih56,56,soep-core-1992-hh
soep-core,ipausl,ip92a,92,soep-core-1992-pe
soep-core,ipausl,ip93a,93,soep-core-1992-pe
soep-core,ipausl,ip94a02,94,soep-core-1992-pe
soep-core,ipausl,ip95b,95,soep-core-1992-pe
soep-core,ipausl,ip96a01,96,soep-core-1992-pe
soep-core,ipausl,ip96a02,96,soep-core-1992-pe
soep-core,ipausl,ip96a04,96,soep-core-1992-pe
soep-core,ipausl,ip96a05,96,soep-core-1992-pe
soep-core,ipausl,ip96a07,96,soep-core-1992-pe
soep-core,ipausl,ip96a08,96,soep-core-1992-pe
soep-core,ipausl,ip97a,97,soep-core-1992-pe
soep-core,ip,ip0101,1,soep-core-1992-pe
soep-core,ip,ip0102,1,soep-core-1992-pe
soep-core,ip,ip0103,1,soep-core-1992-pe
soep-core,ip,ip0104,1,soep-core-1992-pe
soep-core,ip,ip0105,1,soep-core-1992-pe
soep-core,ip,ip0106,1,soep-core-1992-pe
soep-core,ip,ip0107,1,soep-core-1992-pe
soep-core,ip,ip0108,1,soep-core-1992-pe
soep-core,ip,ip0109,1,soep-core-1992-pe
soep-core,ip,ip0110,1,soep-core-1992-pe
soep-core,ip,ip0111,1,soep-core-1992-pe
soep-core,ip,ip0112,1,soep-core-1992-pe
soep-core,ip,ip0113,1,soep-core-1992-pe
soep-core,ip,ip0201,2,soep-core-1992-pe
soep-core,ip,ip0202,2,soep-core-1992-pe
soep-core,ip,ip0203,2,soep-core-1992-pe
soep-core,ip,ip0204,2,soep-core-1992-pe
soep-core,ip,ip0401,4,soep-core-1992-pe
soep-core,ip,ip0402,4,soep-core-1992-pe
soep-core,ip,ip0801,8,soep-core-1992-pe
soep-core,ip,ip0802,8,soep-core-1992-pe
soep-core,ip,ip0803,8,soep-core-1992-pe
soep-core,ip,ip0804,8,soep-core-1992-pe
soep-core,ip,ip0805,8,soep-core-1992-pe
soep-core,ip,ip0806,8,soep-core-1992-pe
soep-core,ip,ip0807,8,soep-core-1992-pe
soep-core,ip,ip0809,8,soep-core-1992-pe
soep-core,ip,ip0810,8,soep-core-1992-pe
soep-core,ip,ip101,10,soep-core-1992-pe
soep-core,ip,ip10301,10,soep-core-1992-pe
soep-core,ip,ip10302,10,soep-core-1992-pe
soep-core,ip,ip10303,10,soep-core-1992-pe
soep-core,ip,ip10304,10,soep-core-1992-pe
soep-core,ip,ip10305,10,soep-core-1992-pe
soep-core,ip,ip10306,10,soep-core-1992-pe
soep-core,ip,ip10307,10,soep-core-1992-pe
soep-core,ip,ip10308,10,soep-core-1992-pe
soep-core,ip,ip10309,10,soep-core-1992-pe
soep-core,ip,ip10310,10,soep-core-1992-pe
soep-core,ip,ip10311,10,soep-core-1992-pe
soep-core,ip,ip10312,10,soep-core-1992-pe
soep-core,ip,ip10313,10,soep-core-1992-pe
soep-core,ip,ip10314,10,soep-core-1992-pe
soep-core,ip,ip10315,10,soep-core-1992-pe
soep-core,ip,ip10316,10,soep-core-1992-pe
soep-core,ip,ip10317,10,soep-core-1992-pe
soep-core,ip,ip104b,10,soep-core-1992-pe
soep-core,ip,ip104o,10,soep-core-1992-pe
soep-core,ip,ip105b01,10,soep-core-1992-pe
soep-core,ip,ip105b02,10,soep-core-1992-pe
soep-core,ip,ip105b03,10,soep-core-1992-pe
soep-core,ip,ip105b04,10,soep-core-1992-pe
soep-core,ip,ip105b05,10,soep-core-1992-pe
soep-core,ip,ip105b06,10,soep-core-1992-pe
soep-core,ip,ip105b07,10,soep-core-1992-pe
soep-core,ip,ip105b08,10,soep-core-1992-pe
soep-core,ip,ip105b09,10,soep-core-1992-pe
soep-core,ip,ip10901,10,soep-core-1992-pe
soep-core,ip,ip10902,10,soep-core-1992-pe
soep-core,ip,ip23g01,23,soep-core-1992-pe
soep-core,ip,ip23g02,23,soep-core-1992-pe
soep-core,ip,ip23g03,23,soep-core-1992-pe
soep-core,ip,ip23g04,23,soep-core-1992-pe
soep-core,ip,ip23g05,23,soep-core-1992-pe
soep-core,ip,ip23g06,23,soep-core-1992-pe
soep-core,ip,ip23g07,23,soep-core-1992-pe
soep-core,ip,ip23g08,23,soep-core-1992-pe
soep-core,ip,ip23g11,23,soep-core-1992-pe
soep-core,ip,ip23g12,23,soep-core-1992-pe
soep-core,ip,ip23g13,23,soep-core-1992-pe
soep-core,ip,ip30g,30,soep-core-1992-pe
soep-core,ip,ip31g01,31,soep-core-1992-pe
soep-core,ip,ip31g02,31,soep-core-1992-pe
soep-core,ip,ip31g03,31,soep-core-1992-pe
soep-core,ip,ip31g04,31,soep-core-1992-pe
soep-core,ip,ip31g06,31,soep-core-1992-pe
soep-core,ip,ip32g,32,soep-core-1992-pe
