study,dataset,variable,label,concept,questionnaire,question,item,is_primary_key,basket_key,basket_is_default
soep-core,bdp_mig,bdpm_l13_3203,,l13a02nr,,,,,,false
soep-core,bdp_mig,bdpm_l13_32a01,,item_7852,,,,,,false
soep-core,bdp_mig,bdpm_l13_32a02,,item_7853,,,,,,false
soep-core,bdp_mig,bdpm_l13_3301,,l13a03,,,,,,false
soep-core,bdp_mig,bdpm_l13_3303,,l13a03nr,,,,,,false
soep-core,bdp_mig,bdpm_l14_2001,,l14z02,,,,,,false
soep-core,bdp_mig,bdpm_l14_2003,,l14z02nr,,,,,,false
soep-core,bdp_mig,bdpm_l14_2101,,l14z02j,,,,,,false
soep-core,bdp_mig,bdpm_l14_2102,,l14z02m,,,,,,false
soep-core,bdp_mig,bdpm_l14_2201,,l14z02w,,,,,,false
soep-core,bdp_mig,bdpm_l14_2301,,l14z03,,,,,,false
soep-core,bdp_mig,bdpm_l14_2303,,l14z03nr,,,,,,false
soep-core,bdp_mig,bdpm_l14_2401,,l14z03j,,,,,,false
soep-core,bdp_mig,bdpm_l14_2402,,l14z03m,,,,,,false
soep-core,bdp_mig,bdpm_l14_2501,,l14z03w,,,,,,false
soep-core,bdp_mig,bdpm_l14_26,,l14z03e,,,,,,false
soep-core,bdp_mig,bdpm_l14_3001,,l14a01j,,,,,,false
soep-core,bdp_mig,bdpm_l14_3002,,l14a01m,,,,,,false
soep-core,bdp_mig,bdpm_l14_3101,,l14a01w,,,,,,false
soep-core,bdp_mig,bdpm_l14_3201,,l14a02,,,,,,false
soep-core,bdp_mig,bdpm_l14_3203,,l14a02nr,,,,,,false
soep-core,bdp_mig,bdpm_l14_32a01,,item_7861,,,,,,false
soep-core,bdp_mig,bdpm_l14_32a02,,item_7862,,,,,,false
soep-core,bdp_mig,bdpm_l14_3301,,l14a03,,,,,,false
soep-core,bdp_mig,bdpm_l14_3303,,l14a03nr,,,,,,false
soep-core,bdp_mig,bdpm_l15_2001,,l15z02,,,,,,false
soep-core,bdp_mig,bdpm_l15_2003,,l15z02nr,,,,,,false
soep-core,bdp_mig,bdpm_l15_2101,,l15z02j,,,,,,false
soep-core,bdp_mig,bdpm_l15_2102,,l15z02m,,,,,,false
soep-core,bdp_mig,bdpm_l15_2201,,l15z02w,,,,,,false
soep-core,bdp_mig,bdpm_l15_2301,,l15z03,,,,,,false
soep-core,bdp_mig,bdpm_l15_2303,,l15z03nr,,,,,,false
soep-core,bdp_mig,bdpm_l15_2401,,l15z03j,,,,,,false
soep-core,bdp_mig,bdpm_l15_2402,,l15z03m,,,,,,false
soep-core,bdp_mig,bdpm_l15_2501,,l15z03w,,,,,,false
soep-core,bdp_mig,bdpm_l15_26,,l15z03e,,,,,,false
soep-core,bdp_mig,bdpm_l15_3001,,l15a01j,,,,,,false
soep-core,bdp_mig,bdpm_l15_3002,,l15a01m,,,,,,false
soep-core,bdp_mig,bdpm_l15_3101,,l15a01w,,,,,,false
soep-core,bdp_mig,bdpm_l15_3201,,l15a02,,,,,,false
soep-core,bdp_mig,bdpm_l15_3203,,l15a02nr,,,,,,false
soep-core,bdp_mig,bdpm_l15_32a01,,item_7870,,,,,,false
soep-core,bdp_mig,bdpm_l15_32a02,,item_7871,,,,,,false
soep-core,bdp_mig,bdpm_l15_3301,,l15a03,,,,,,false
soep-core,bdp_mig,bdpm_l15_3303,,l15a03nr,,,,,,false
soep-core,bdp_mig,bdpm_l1_84,,l1ab17,,,,,,false
soep-core,bdp_mig,bdpm_l1_85,,l1aner,,,,,,false
soep-core,bdp_mig,bdpm_l1_8601,,l1anerm,,,,,,false
soep-core,bdp_mig,bdpm_l1_8602,,l1anerj,,,,,,false
soep-core,bdp_mig,bdpm_l1_8701,,l1besm,,,,,,false
soep-core,bdp_mig,bdpm_l1_8702,,l1besj,,,,,,false
soep-core,bdp_mig,bdpm_l1_8703,,l1bes,,,,,,false
soep-core,bdp_mig,bdpm_l1_88,,l1inst,,,,,,false
soep-core,bdp_mig,bdpm_l1_89,,l1resul,,,,,,false
soep-core,bdp_mig,bdpm_l1_90,,l1anerab,,,,,,false
soep-core,bdp_mig,bdpm_l1_91,,l1naq1,,,,,,false
soep-core,bdp_mig,bdpm_l1_92,,l1naq2,,,,,,false
soep-core,bdp_mig,bdpm_l1_93,,l1naq3,,,,,,false
soep-core,bdp_mig,bdpm_l1_94,,l1anerno,,,,,,false
soep-core,bdp_mig,bdpm_l2_84,,l2ab17,,,,,,false
soep-core,bdp_mig,bdpm_l2_85,,l2aner,,,,,,false
soep-core,bdp_mig,bdpm_l2_8601,,l2anerm,,,,,,false
soep-core,bdp_mig,bdpm_l2_8602,,l2anerj,,,,,,false
soep-core,bdp_mig,bdpm_l2_8701,,l2besm,,,,,,false
soep-core,bdp_mig,bdpm_l2_8702,,l2besj,,,,,,false
soep-core,bdp_mig,bdpm_l2_8703,,l2bes,,,,,,false
soep-core,bdp_mig,bdpm_l2_88,,l2inst,,,,,,false
soep-core,bdp_mig,bdpm_l2_89,,l2resul,,,,,,false
soep-core,bdp_mig,bdpm_l2_90,,l2anerab,,,,,,false
soep-core,bdp_mig,bdpm_l2_91,,l2naq1,,,,,,false
soep-core,bdp_mig,bdpm_l2_92,,l2naq2,,,,,,false
soep-core,bdp_mig,bdpm_l2_93,,l2naq3,,,,,,false
soep-core,bdp_mig,bdpm_l2_94,,l2anerno,,,,,,false
soep-core,bdp_mig,bdpm_l3_84,,l3ab17,,,,,,false
soep-core,bdp_mig,bdpm_l3_85,,l3aner,,,,,,false
soep-core,bdp_mig,bdpm_l3_8601,,l3anerm,,,,,,false
soep-core,bdp_mig,bdpm_l3_8602,,l3anerj,,,,,,false
soep-core,bdp_mig,bdpm_l3_8701,,l3besm,,,,,,false
soep-core,bdp_mig,bdpm_l3_8702,,l3besj,,,,,,false
soep-core,bdp_mig,bdpm_l3_8703,,l3bes,,,,,,false
soep-core,bdp_mig,bdpm_l3_88,,l3inst,,,,,,false
soep-core,bdp_mig,bdpm_l3_89,,l3resul,,,,,,false
soep-core,bdp_mig,bdpm_l3_90,,l3anerab,,,,,,false
soep-core,bdp_mig,bdpm_l3_91,,l3naq1,,,,,,false
soep-core,bdp_mig,bdpm_l3_92,,l3naq2,,,,,,false
soep-core,bdp_mig,bdpm_l3_93,,l3naq3,,,,,,false
soep-core,bdp_mig,bdpm_l3_94,,l3anerno,,,,,,false
soep-core,bdp_mig,bdpm_l4_84,,l4ab17,,,,,,false
soep-core,bdp_mig,bdpm_l4_85,,l4aner,,,,,,false
soep-core,bdp_mig,bdpm_l4_8601,,l4anerm,,,,,,false
soep-core,bdp_mig,bdpm_l4_8602,,l4anerj,,,,,,false
soep-core,bdp_mig,bdpm_l4_8701,,l4besm,,,,,,false
soep-core,bdp_mig,bdpm_l4_8702,,l4besj,,,,,,false
soep-core,bdp_mig,bdpm_l4_8703,,l4bes,,,,,,false
soep-core,bdp_mig,bdpm_l4_88,,l4inst,,,,,,false
soep-core,bdp_mig,bdpm_l4_89,,l4resul,,,,,,false
soep-core,bdp_mig,bdpm_l4_90,,l4anerab,,,,,,false
soep-core,bdp_mig,bdpm_l4_91,,l4naq1,,,,,,false
soep-core,bdp_mig,bdpm_l4_92,,l4naq2,,,,,,false
soep-core,bdp_mig,bdpm_l4_93,,l4naq3,,,,,,false
soep-core,bdp_mig,bdpm_l4_94,,l4anerno,,,,,,false
soep-core,bdp_mig,bdpm_l5_84,,l5ab17,,,,,,false
soep-core,bdp_mig,bdpm_l5_85,,l5aner,,,,,,false
soep-core,bdp_mig,bdpm_l5_8601,,l5anerm,,,,,,false
soep-core,bdp_mig,bdpm_l5_8602,,l5anerj,,,,,,false
soep-core,bdp_mig,bdpm_l5_8701,,l5besm,,,,,,false
soep-core,bdp_mig,bdpm_l5_8702,,l5besj,,,,,,false
soep-core,bdp_mig,bdpm_l5_8703,,l5bes,,,,,,false
soep-core,bdp_mig,bdpm_l5_88,,l5inst,,,,,,false
soep-core,bdp_mig,bdpm_l5_89,,l5resul,,,,,,false
soep-core,bdp_mig,bdpm_l5_90,,l5anerab,,,,,,false
soep-core,bdp_mig,bdpm_l5_91,,l5naq1,,,,,,false
soep-core,bdp_mig,bdpm_l5_92,,l5naq2,,,,,,false
soep-core,bdp_mig,bdpm_l5_93,,l5naq3,,,,,,false
soep-core,bdp_mig,bdpm_l5_94,,l5anerno,,,,,,false
soep-core,bdp_mig,bdpm_l6_84,,l6ab17,,,,,,false
soep-core,bdp_mig,bdpm_l6_85,,l6aner,,,,,,false
soep-core,bdp_mig,bdpm_l6_8601,,l6anerm,,,,,,false
soep-core,bdp_mig,bdpm_l6_8602,,l6anerj,,,,,,false
soep-core,bdp_mig,bdpm_l6_8701,,l6besm,,,,,,false
soep-core,bdp_mig,bdpm_l6_8702,,l6besj,,,,,,false
soep-core,bdp_mig,bdpm_l6_8703,,l6bes,,,,,,false
soep-core,bdp_mig,bdpm_l6_88,,l6inst,,,,,,false
soep-core,bdp_mig,bdpm_l6_89,,l6resul,,,,,,false
soep-core,bdp_mig,bdpm_l6_90,,l6anerab,,,,,,false
soep-core,bdp_mig,bdpm_l6_91,,l6naq1,,,,,,false
soep-core,bdp_mig,bdpm_l6_92,,l6naq2,,,,,,false
soep-core,bdp_mig,bdpm_l6_93,,l6naq3,,,,,,false
soep-core,bdp_mig,bdpm_l6_94,,l6anerno,,,,,,false
soep-core,bdp_mig,bdpm_l7_84,,l7ab17,,,,,,false
soep-core,bdp_mig,bdpm_l7_85,,l7aner,,,,,,false
soep-core,bdp_mig,bdpm_l7_8601,,l7anerm,,,,,,false
soep-core,bdp_mig,bdpm_l7_8602,,l7anerj,,,,,,false
soep-core,bdp_mig,bdpm_l7_8701,,l7besm,,,,,,false
soep-core,bdp_mig,bdpm_l7_8702,,l7besj,,,,,,false
soep-core,bdp_mig,bdpm_l7_8703,,l7bes,,,,,,false
soep-core,bdp_mig,bdpm_l7_88,,l7inst,,,,,,false
soep-core,bdp_mig,bdpm_l7_89,,l7resul,,,,,,false
soep-core,bdp_mig,bdpm_l7_90,,l7anerab,,,,,,false
soep-core,bdp_mig,bdpm_l7_91,,l7naq1,,,,,,false
soep-core,bdp_mig,bdpm_l7_92,,l7naq2,,,,,,false
soep-core,bdp_mig,bdpm_l7_93,,l7naq3,,,,,,false
soep-core,bdp_mig,bdpm_l7_94,,l7anerno,,,,,,false
soep-core,bdp_mig,bdpm_l8_84,,l8ab17,,,,,,false
soep-core,bdp_mig,bdpm_l8_85,,l8aner,,,,,,false
soep-core,bdp_mig,bdpm_l8_8601,,l8anerm,,,,,,false
soep-core,bdp_mig,bdpm_l8_8602,,l8anerj,,,,,,false
soep-core,bdp_mig,bdpm_l8_8701,,l8besm,,,,,,false
soep-core,bdp_mig,bdpm_l8_8702,,l8besj,,,,,,false
soep-core,bdp_mig,bdpm_l8_8703,,l8bes,,,,,,false
soep-core,bdp_mig,bdpm_l8_88,,l8inst,,,,,,false
soep-core,bdp_mig,bdpm_l8_89,,l8resul,,,,,,false
soep-core,bdp_mig,bdpm_l8_90,,l8anerab,,,,,,false
soep-core,bdp_mig,bdpm_l8_91,,l8naq1,,,,,,false
soep-core,bdp_mig,bdpm_l8_92,,l8naq2,,,,,,false
soep-core,bdp_mig,bdpm_l8_93,,l8naq3,,,,,,false
soep-core,bdp_mig,bdpm_l8_94,,l8anerno,,,,,,false
soep-core,bdp_mig,bdpm_l_01,,lsex,,,,,,false
soep-core,bdp_mig,bdpm_l_0101,,lgebta,,,,,,false
soep-core,bdp_mig,bdpm_l_0102,,lgebmo,,,,,,false
soep-core,bdp_mig,bdpm_l_0103,,lgeb,,,,,,false
soep-core,bdp_mig,bdpm_l_0201,,lgebd,,,,,,false
soep-core,bdp_mig,bdpm_l_0203,,lgebnr,,,,,,false
soep-core,bdp_mig,bdpm_l_03,,lsaison,,,,,,false
soep-core,bdp_mig,bdpm_l_04,,lzug95,,,,,,false
soep-core,bdp_mig,bdpm_l_06,,lfluel,,,,,,false
soep-core,bdp_mig,bdpm_l_07,,lgrozug,,,,,,false
soep-core,bdp_mig,bdpm_l_0801,,lgrola1,,,,,,false
soep-core,bdp_mig,bdpm_l_0802,,lgrola2,,,,,,false
soep-core,bdp_mig,bdpm_l_0803,,lgrola3,,,,,,false
soep-core,bdp_mig,bdpm_l_0804,,lgrola4,,,,,,false
soep-core,bdp_mig,bdpm_l_0805,,lgrola5,,,,,,false
soep-core,bdp_mig,bdpm_l_147,,lend,,,,,,false
soep-core,bdp_mig,bdpm_l_148,,lstd,,,,,,false
soep-core,bdp_mig,bdpm_l_149,,loed,,,,,,false
soep-core,bdp_mig,bdpm_l_15,,lstat,,,,,,false
soep-core,bdp_mig,bdpm_l_15101,,larb,,,,,,false
soep-core,bdp_mig,bdpm_l_15102,,lsst1,,,,,,false
soep-core,bdp_mig,bdpm_l_15103,,lsst2,,,,,,false
soep-core,bdp_mig,bdpm_l_15104,,lsst3,,,,,,false
soep-core,bdp_mig,bdpm_l_15105,,lsst4,,,,,,false
soep-core,bdp_mig,bdpm_l_15106,,lazubi,,,,,,false
soep-core,bdp_mig,bdpm_l_15107,,lang,,,,,,false
soep-core,bdp_mig,bdpm_l_15108,,lamt,,,,,,false
soep-core,bdp_mig,bdpm_l_15109,,lberka,,,,,,false
soep-core,bdp_mig,bdpm_l_27,,lzugunt,,,,,,false
soep-core,bdp_mig,bdpm_l_50,,lkh01,,,,,,false
soep-core,bdp_mig,bdpm_l_51,,lkh02,,,,,,false
soep-core,bdp_mig,bdpm_l_5201,,lkh03,,,,,,false
soep-core,bdp_mig,bdpm_l_5202,,lkh04,,,,,,false
soep-core,bdp_mig,bdpm_l_5203,,lkh05,,,,,,false
soep-core,bdp_mig,bdpm_l_5204,,lkh06,,,,,,false
soep-core,bdp_mig,bdpm_l_5205,,lkh07,,,,,,false
soep-core,bdp_mig,bdpm_l_5206,,lkh08,,,,,,false
soep-core,bdp_mig,bdpm_l_5207,,lkh09,,,,,,false
soep-core,bdp_mig,bdpm_l_5208,,lkh10,,,,,,false
soep-core,bdp_mig,bdpm_l_5209,,lkhka,,,,,,false
soep-core,bdp_mig,bdpm_l_53,,lwied,,,,,,false
soep-core,bdp_mig,bdpm_l_56,,lmusi,,,,,,false
soep-core,bdp_mig,bdpm_l_57,,lsp1,,,,,,false
soep-core,bdp_mig,bdpm_l_58,,lvm,,,,,,false
soep-core,bdp_mig,bdpm_l_5901,,lv01,,,,,,false
soep-core,bdp_mig,bdpm_l_5902,,lm01,,,,,,false
soep-core,bdp_mig,bdpm_l_5903,,lv02,,,,,,false
soep-core,bdp_mig,bdpm_l_5904,,lm02,,,,,,false
soep-core,bdp_mig,bdpm_l_6001,,lv03,,,,,,false
soep-core,bdp_mig,bdpm_l_6002,,lm03,,,,,,false
soep-core,bdp_mig,bdpm_l_6101,,lv03a,,,,,,false
soep-core,bdp_mig,bdpm_l_6102,,lm03a,,,,,,false
soep-core,bdp_mig,bdpm_l_6104,,lv03bnr,,,,,,false
soep-core,bdp_mig,bdpm_l_6106,,lm03bnr,,,,,,false
soep-core,bdp_mig,bdpm_l_6201,,lv03c,,,,,,false
soep-core,bdp_mig,bdpm_l_6202,,lm03c,,,,,,false
soep-core,bdp_mig,bdpm_l_6301,,lv03d,,,,,,false
soep-core,bdp_mig,bdpm_l_6302,,lm03d,,,,,,false
soep-core,bdp_mig,bdpm_l_6304,,lv03enr,,,,,,false
soep-core,bdp_mig,bdpm_l_6306,,lm03enr,,,,,,false
soep-core,bdp_mig,bdpm_l_6401,,lv05a,,,,,,false
soep-core,bdp_mig,bdpm_l_6402,,lm05a,,,,,,false
soep-core,bdp_mig,bdpm_l_6501,,lv05b,,,,,,false
soep-core,bdp_mig,bdpm_l_6502,,lm05b,,,,,,false
soep-core,bdp_mig,bdpm_l_6601,,lv05c,,,,,,false
soep-core,bdp_mig,bdpm_l_6602,,lm05c,,,,,,false
soep-core,bdp_mig,bdpm_l_6701,,lv06,,,,,,false
soep-core,bdp_mig,bdpm_l_6702,,lm06,,,,,,false
soep-core,bdp_mig,bdpm_l_6801_kal,,lkal1,,,,,,false
soep-core,bdp_mig,bdpm_l_6802_kal,,lkal2,,,,,,false
soep-core,bdp_mig,bdpm_l_6803_kal,,lkal3,,,,,,false
soep-core,bdp_mig,bdpm_l_6804_kal,,lkal4,,,,,,false
soep-core,bdp_mig,bdpm_l_6805_kal,,lkal5,,,,,,false
soep-core,bdp_mig,bdpm_l_6806_kal,,lkal6,,,,,,false
soep-core,bdp_mig,bdpm_l_6807_kal,,lkal7,,,,,,false
soep-core,bdp_mig,bdpm_l_6808_kal,,lkal8,,,,,,false
soep-core,bdp_mig,bdpm_l_6809_kal,,lkal9,,,,,,false
soep-core,bdp_mig,bdpm_l_68_01,,lj01,,,,,,false
soep-core,bdp_mig,bdpm_l_68_02,,lj02,,,,,,false
soep-core,bdp_mig,bdpm_l_68_03,,lj03,,,,,,false
soep-core,bdp_mig,bdpm_l_68_04,,lj04,,,,,,false
soep-core,bdp_mig,bdpm_l_68_05,,lj05,,,,,,false
soep-core,bdp_mig,bdpm_l_68_06,,lj06,,,,,,false
soep-core,bdp_mig,bdpm_l_68_07,,lj07,,,,,,false
soep-core,bdp_mig,bdpm_l_68_08,,lj08,,,,,,false
soep-core,bdp_mig,bdpm_l_68_09,,lj09,,,,,,false
soep-core,bdp_mig,bdpm_l_68_10,,lj10,,,,,,false
soep-core,bdp_mig,bdpm_l_68_11,,lj11,,,,,,false
soep-core,bdp_mig,bdpm_l_6901,,lsab1,,,,,,false
soep-core,bdp_mig,bdpm_l_6902,,lsab2,,,,,,false
soep-core,bdp_mig,bdpm_l_70,,lsab3,,,,,,false
soep-core,bdp_mig,bdpm_l_71,,lsab4,,,,,,false
soep-core,bdp_mig,bdpm_l_72,,lsab5,,,,,,false
soep-core,bdp_mig,bdpm_l_7302,,lbund,,,,,,false
soep-core,bdp_mig,bdpm_l_7401,,lsab7,,,,,,false
soep-core,bdp_mig,bdpm_l_75,,lsab10,,,,,,false
soep-core,bdp_mig,bdpm_l_76,,lsab11,,,,,,false
soep-core,bdp_mig,bdpm_l_77,,lsab12,,,,,,false
soep-core,bdp_mig,bdpm_l_80,,lab01,,,,,,false
soep-core,bdp_mig,bdpm_l_8101,,lab02,,,,,,false
soep-core,bdp_mig,bdpm_l_8102,,lab02j,,,,,,false
soep-core,bdp_mig,bdpm_l_8104,,lab03,,,,,,false
soep-core,bdp_mig,bdpm_l_8105,,lab03j,,,,,,false
soep-core,bdp_mig,bdpm_l_8107,,lab04,,,,,,false
soep-core,bdp_mig,bdpm_l_8108,,lab04j,,,,,,false
soep-core,bdp_mig,bdpm_l_8110,,lab05,,,,,,false
soep-core,bdp_mig,bdpm_l_8111,,lab05j,,,,,,false
soep-core,bdp_mig,bdpm_l_8114,,lab06,,,,,,false
soep-core,bdp_mig,bdpm_l_8115,,lab06j,,,,,,false
soep-core,bdp_mig,bdpm_l_8118,,lab07,,,,,,false
soep-core,bdp_mig,bdpm_l_8119,,lab07j,,,,,,false
soep-core,bdp_mig,bdpm_l_8122,,lab40,,,,,,false
soep-core,bdp_mig,bdpm_l_8123,,lab40j,,,,,,false
soep-core,bdp_mig,bdpm_l_8126,,lab08,,,,,,false
soep-core,bdp_mig,bdpm_l_8127,,lab08j,,,,,,false
soep-core,bdp_mig,bdpm_l_8129,,lab08ka,,,,,,false
soep-core,bdp_mig,bdpm_l_82,,lab10,,,,,,false
soep-core,bdp_mig,bdpm_l_8301,,lab11,,,,,,false
soep-core,bdp_mig,bdpm_l_8302,,lab11j,,,,,,false
soep-core,bdp_mig,bdpm_l_8303,,lab12,,,,,,false
soep-core,bdp_mig,bdpm_l_8304,,lab12j,,,,,,false
soep-core,bdp_mig,bdpm_l_8305,,lab13,,,,,,false
soep-core,bdp_mig,bdpm_l_8306,,lab13j,,,,,,false
soep-core,bdp_mig,bdpm_l_8307,,lab141,,,,,,false
soep-core,bdp_mig,bdpm_l_8308,,lab141j,,,,,,false
soep-core,bdp_mig,bdpm_l_8309,,lab142,,,,,,false
soep-core,bdp_mig,bdpm_l_8310,,lab142j,,,,,,false
soep-core,bdp_mig,bdpm_l_8311,,lab143,,,,,,false
soep-core,bdp_mig,bdpm_l_8312,,lab143j,,,,,,false
soep-core,bdp_mig,bdpm_l_8313,,lab15,,,,,,false
soep-core,bdp_mig,bdpm_l_8314,,lab15j,,,,,,false
soep-core,bdp_mig,bdpm_l_8315,,lab15ka,,,,,,false
soep-core,bdp_mig,bdpm_l_95,,lab19,,,,,,false
soep-core,bdp_mig,bdpm_l_9601,,lab20,,,,,,false
soep-core,bdp_mig,bdpm_l_9602,,lab21,,,,,,false
soep-core,bdp_mig,bdpm_l_9603,,lab22,,,,,,false
soep-core,bdp_mig,bdpm_l_9604,,lab23,,,,,,false
soep-core,bdp_mig,bdpm_l_9605,,lab24,,,,,,false
soep-core,bdp_mig,bdpm_l_9606,,lab25,,,,,,false
soep-core,bdp_mig,bdpm_l_9607,,lab26,,,,,,false
soep-core,bdp_mig,bdpm_l_9608,,lab26ka,,,,,,false
soep-core,bdp_mig,bdpm_l_9701,,l1erw,,,,,,false
soep-core,bdp_mig,bdpm_l_9702,,l1no,,,,,,false
soep-core,bdp_mig,bdpm_p01_167,,puntzw1,,,,,,false
soep-core,bdp_mig,bdpm_p01_168,,puntwe1,,,,,,false
soep-core,bdp_mig,bdpm_p01_169,,puntge1,,,,,,false
soep-core,bdp_mig,bdpm_p02_167,,puntzw2,,,,,,false
soep-core,bdp_mig,bdpm_p02_168,,puntwe2,,,,,,false
soep-core,bdp_mig,bdpm_p02_169,,puntge2,,,,,,false
soep-core,bdp_mig,bdpm_p03_167,,puntzw3,,,,,,false
soep-core,bdp_mig,bdpm_p03_168,,puntwe3,,,,,,false
soep-core,bdp_mig,bdpm_p03_169,,puntge3,,,,,,false
soep-core,bdp_mig,bdpm_p04_167,,puntzw4,,,,,,false
soep-core,bdp_mig,bdpm_p04_168,,puntwe4,,,,,,false
soep-core,bdp_mig,bdpm_p04_169,,puntge4,,,,,,false
soep-core,bdp_mig,bdpm_p05_167,,puntzw5,,,,,,false
soep-core,bdp_mig,bdpm_p05_168,,puntwe5,,,,,,false
soep-core,bdp_mig,bdpm_p05_169,,puntge5,,,,,,false
soep-core,bdp_mig,bdpm_p_05,,pstaelt,,,,,,false
soep-core,bdp_mig,bdpm_p_09,,psta3,,,,,,false
soep-core,bdp_mig,bdpm_p_100,,ppfleg,,,,,,false
soep-core,bdp_mig,bdpm_p_1002,,pnatnr,,,,,,false
soep-core,bdp_mig,bdpm_p_101,,palo,,,,,,false
soep-core,bdp_mig,bdpm_p_102,,perw,,,,,,false
soep-core,bdp_mig,bdpm_p_105,,pberja,,,,,,false
soep-core,bdp_mig,bdpm_p_106,,pberaus,,,,,,false
soep-core,bdp_mig,bdpm_p_10701,,peinar1,,,,,,false
soep-core,bdp_mig,bdpm_p_10702,,peinar2,,,,,,false
soep-core,bdp_mig,bdpm_p_10703,,peinar3,,,,,,false
soep-core,bdp_mig,bdpm_p_10704,,peinka,,,,,,false
soep-core,bdp_mig,bdpm_p_108,,precht01,,,,,,false
soep-core,bdp_mig,bdpm_p_10901,,psst1,,,,,,false
soep-core,bdp_mig,bdpm_p_10902,,psst2,,,,,,false
soep-core,bdp_mig,bdpm_p_10903,,psst3,,,,,,false
soep-core,bdp_mig,bdpm_p_10904,,psst4,,,,,,false
soep-core,bdp_mig,bdpm_p_10905,,parb,,,,,,false
soep-core,bdp_mig,bdpm_p_10906,,pamt,,,,,,false
soep-core,bdp_mig,bdpm_p_10907,,pazubi,,,,,,false
soep-core,bdp_mig,bdpm_p_10908,,pang,,,,,,false
soep-core,bdp_mig,bdpm_p_10909,,pberka,,,,,,false
soep-core,bdp_mig,bdpm_p_11,,psta4,,,,,,false
soep-core,bdp_mig,bdpm_p_110,,poed,,,,,,false
soep-core,bdp_mig,bdpm_p_111,,pzaf,,,,,,false
soep-core,bdp_mig,bdpm_p_112,,pbefr1,,,,,,false
soep-core,bdp_mig,bdpm_p_113,,pbefr2,,,,,,false
soep-core,bdp_mig,bdpm_p_11401,,pseitm,,,,,,false
soep-core,bdp_mig,bdpm_p_11402,,pseitj,,,,,,false
soep-core,bdp_mig,bdpm_p_115,,pgesunt,,,,,,false
soep-core,bdp_mig,bdpm_p_116,,pbetr,,,,,,false
soep-core,bdp_mig,bdpm_p_11701,,pwohn4,,,,,,false
soep-core,bdp_mig,bdpm_p_11702,,pwohn5,,,,,,false
soep-core,bdp_mig,bdpm_p_11801,,paz08,,,,,,false
soep-core,bdp_mig,bdpm_p_11802,,paz09,,,,,,false
soep-core,bdp_mig,bdpm_p_119,,paz10,,,,,,false
soep-core,bdp_mig,bdpm_p_120,,paz11,,,,,,false
soep-core,bdp_mig,bdpm_p_1202,,psta3nr,,,,,,false
soep-core,bdp_mig,bdpm_p_121,,pustd1,,,,,,false
soep-core,bdp_mig,bdpm_p_122,,pustd2,,,,,,false
soep-core,bdp_mig,bdpm_p_123,,pustd4,,,,,,false
soep-core,bdp_mig,bdpm_p_12401,,pustd5,,,,,,false
soep-core,bdp_mig,bdpm_p_12402,,pustd6,,,,,,false
soep-core,bdp_mig,bdpm_p_12403,,pustd7,,,,,,false
soep-core,bdp_mig,bdpm_p_125,,pwohn2,,,,,,false
soep-core,bdp_mig,bdpm_p_12601,,pbrut,,,,,,false
soep-core,bdp_mig,bdpm_p_12602,,pnett,,,,,,false
soep-core,bdp_mig,bdpm_p_127,,pnerw02,,,,,,false
soep-core,bdp_mig,bdpm_p_128,,pnerw03,,,,,,false
soep-core,bdp_mig,bdpm_p_129,,pnerw04,,,,,,false
soep-core,bdp_mig,bdpm_p_130,,pnerw01,,,,,,false
soep-core,bdp_mig,bdpm_p_1301,,psta2,,,,,,false
soep-core,bdp_mig,bdpm_p_1303,,psta2nr,,,,,,false
soep-core,bdp_mig,bdpm_p_13101,,pnerw07,,,,,,false
soep-core,bdp_mig,bdpm_p_13102,,pnerw08,,,,,,false
soep-core,bdp_mig,bdpm_p_132,,pnerw14,,,,,,false
soep-core,bdp_mig,bdpm_p_133,,pnerw09,,,,,,false
soep-core,bdp_mig,bdpm_p_134,,pnerw10,,,,,,false
soep-core,bdp_mig,bdpm_p_135,,pverm1,,,,,,false
soep-core,bdp_mig,bdpm_p_13601,,p1job1a,,,,,,false
soep-core,bdp_mig,bdpm_p_13602,,p1job1b,,,,,,false
soep-core,bdp_mig,bdpm_p_13603,,p1job1c,,,,,,false
soep-core,bdp_mig,bdpm_p_13604,,p1job1d,,,,,,false
soep-core,bdp_mig,bdpm_p_13605,,p1job1e,,,,,,false
soep-core,bdp_mig,bdpm_p_13606,,p1job1f,,,,,,false
soep-core,bdp_mig,bdpm_p_13607,,p1job1g,,,,,,false
soep-core,bdp_mig,bdpm_p_13608,,p1job1h,,,,,,false
soep-core,bdp_mig,bdpm_p_13609,,p1job1i,,,,,,false
soep-core,bdp_mig,bdpm_p_13610,,p1job1j,,,,,,false
soep-core,bdp_mig,bdpm_p_137,,p1job2,,,,,,false
soep-core,bdp_mig,bdpm_p_138,,p1job3,,,,,,false
soep-core,bdp_mig,bdpm_p_139,,p1job4,,,,,,false
soep-core,bdp_mig,bdpm_p_140,,pwexl1,,,,,,false
soep-core,bdp_mig,bdpm_p_1401,,pnat02,,,,,,false
soep-core,bdp_mig,bdpm_p_141,,pjob5,,,,,,false
soep-core,bdp_mig,bdpm_p_142,,pjoba1,,,,,,false
soep-core,bdp_mig,bdpm_p_143,,pjoba2,,,,,,false
soep-core,bdp_mig,bdpm_p_14401,,pjoba3,,,,,,false
soep-core,bdp_mig,bdpm_p_14402,,pjoba4,,,,,,false
