study,instrument,question,item,dataset,variable,concept
soep-core,soep-core-2017-pe,118,pvek041,P17_A-L1,pvek041,pvek041
soep-core,soep-core-2017-pe,118,pvek05,P17_A-L1,pvek05,pvek05
soep-core,soep-core-2017-pe,118,pvek051,P17_A-L1,pvek051,pvek051
soep-core,soep-core-2017-pe,118,pvek06,P17_A-L1,pvek06,pvek06
soep-core,soep-core-2017-pe,118,pvek061,P17_A-L1,pvek061,pvek061
soep-core,soep-core-2017-pe,118,pvek062,P17_A-L1,pvek062,pvek062
soep-core,soep-core-2017-pe,118,pvek07,P17_A-L1,pvek07,pvek07
soep-core,soep-core-2017-pe,118,pvek071,P17_A-L1,pvek071,pvek071
soep-core,soep-core-2017-pe,118,pvek09,P17_A-L1,pvek09,pvek09
soep-core,soep-core-2017-pe,118,pvek091,P17_A-L1,pvek091,pvek091
soep-core,soep-core-2017-pe,118,pvek092,P17_A-L1,pvek092,pvek092
soep-core,soep-core-2017-pe,118,pvek10,P17_A-L1,pvek10,pvek10
soep-core,soep-core-2017-pe,118,pvek101,P17_A-L1,pvek101,pvek101
soep-core,soep-core-2017-pe,118,pvek102,P17_A-L1,pvek102,pvek102
soep-core,soep-core-2017-pe,118,pvek13,P17_A-L1,pvek13,pvek13
soep-core,soep-core-2017-pe,118,pvek131,P17_A-L1,pvek131,pvek131
soep-core,soep-core-2017-pe,118,pvek132,P17_A-L1,pvek132,pvek132
soep-core,soep-core-2017-pe,118,pvek18,P17_A-L1,pvek18,pvek18
soep-core,soep-core-2017-pe,118,pvek181,P17_A-L1,pvek181,pvek181
soep-core,soep-core-2017-pe,118,pvek182,P17_A-L1,pvek182,pvek182
soep-core,soep-core-2017-pe,118,pvek23,P17_A-L1,pvek23,pvek23
soep-core,soep-core-2017-pe,118,pvek231,P17_A-L1,pvek231,pvek231
soep-core,soep-core-2017-pe,118,pvek232,P17_A-L1,pvek232,pvek232
soep-core,soep-core-2017-pe,118,pvek24,P17_A-L1,pvek24,pvek24
soep-core,soep-core-2017-pe,118,pvek241,P17_A-L1,pvek241,pvek241
soep-core,soep-core-2017-pe,118,pvek242,P17_A-L1,pvek242,pvek242
soep-core,soep-core-2017-pe,118,pvekno,P17_A-L1,pvekno,pvekno
soep-core,soep-core-2017-pe,119,pzus01,P17_A-L1,pzus01,pzus01
soep-core,soep-core-2017-pe,119,pzus011,P17_A-L1,pzus011,pzus011
soep-core,soep-core-2017-pe,119,pzus02,P17_A-L1,pzus02,pzus02
soep-core,soep-core-2017-pe,119,pzus021,P17_A-L1,pzus021,pzus021
soep-core,soep-core-2017-pe,119,pzus03,P17_A-L1,pzus03,pzus03
soep-core,soep-core-2017-pe,119,pzus031,P17_A-L1,pzus031,pzus031
soep-core,soep-core-2017-pe,119,pzus04,P17_A-L1,pzus04,pzus04
soep-core,soep-core-2017-pe,119,pzus041,P17_A-L1,pzus041,pzus041
soep-core,soep-core-2017-pe,119,pzus05,P17_A-L1,pzus05,pzus05
soep-core,soep-core-2017-pe,119,pzus051,P17_A-L1,pzus051,pzus051
soep-core,soep-core-2017-pe,119,pzus06,P17_A-L1,pzus06,pzus06
soep-core,soep-core-2017-pe,119,pzus061,P17_A-L1,pzus061,pzus061
soep-core,soep-core-2017-pe,119,pzus07,P17_A-L1,pzus07,pzus07
soep-core,soep-core-2017-pe,12,perz,P17_A-L1,perz,perz
soep-core,soep-core-2017-pe,120,pzus11,P17_A-L1,pzus11,pzus11
soep-core,soep-core-2017-pe,120,pzus12,P17_A-L1,pzus12,pzus12
soep-core,soep-core-2017-pe,121,par1,P17_A-L1,par1,par1
soep-core,soep-core-2017-pe,121,par1,P17_A-L1,parka,par1
soep-core,soep-core-2017-pe,121,par10,P17_A-L1,par10,par10
soep-core,soep-core-2017-pe,121,par2,P17_A-L1,par2,par2
soep-core,soep-core-2017-pe,121,par4,P17_A-L1,par4,par4
soep-core,soep-core-2017-pe,121,par5,P17_A-L1,par5,par5
soep-core,soep-core-2017-pe,121,par6,P17_A-L1,par6,par6
soep-core,soep-core-2017-pe,121,par7,P17_A-L1,par7,par7
soep-core,soep-core-2017-pe,121,par8,P17_A-L1,par8,par8
soep-core,soep-core-2017-pe,121,par9,P17_A-L1,par9,par9
soep-core,soep-core-2017-pe,121,parso,P17_A-L1,parso,parso
soep-core,soep-core-2017-pe,121,pwr1,P17_A-L1,pwrka,pwr1
soep-core,soep-core-2017-pe,121,pwr1,P17_A-L1,pwr1,pwr1
soep-core,soep-core-2017-pe,121,pwr10,P17_A-L1,pwr10,pwr10
soep-core,soep-core-2017-pe,121,pwr2,P17_A-L1,pwr2,pwr2
soep-core,soep-core-2017-pe,121,pwr4,P17_A-L1,pwr4,pwr4
soep-core,soep-core-2017-pe,121,pwr5,P17_A-L1,pwr5,pwr5
soep-core,soep-core-2017-pe,121,pwr6,P17_A-L1,pwr6,pwr6
soep-core,soep-core-2017-pe,121,pwr7,P17_A-L1,pwr7,pwr7
soep-core,soep-core-2017-pe,121,pwr8,P17_A-L1,pwr8,pwr8
soep-core,soep-core-2017-pe,121,pwr9,P17_A-L1,pwr9,pwr9
soep-core,soep-core-2017-pe,121,pwrso,P17_A-L1,pwrso,pwrso
soep-core,soep-core-2017-pe,122,pkal01,P17_A-L1,pkal01,pkal01
soep-core,soep-core-2017-pe,122,pkal02,P17_A-L1,pkal02,pkal02
soep-core,soep-core-2017-pe,122,pkal03,P17_A-L1,pkal03,pkal03
soep-core,soep-core-2017-pe,122,pkal04,P17_A-L1,pkal04,pkal04
soep-core,soep-core-2017-pe,122,pkal05,P17_A-L1,pkal05,pkal05
soep-core,soep-core-2017-pe,122,pkal06,P17_A-L1,pkal06,pkal06
soep-core,soep-core-2017-pe,122,pkal07,P17_A-L1,pkal07,pkal07
soep-core,soep-core-2017-pe,122,pkal08,P17_A-L1,pkal08,pkal08
soep-core,soep-core-2017-pe,122,pkal09,P17_A-L1,pkal09,pkal09
soep-core,soep-core-2017-pe,122,pkal09a,P17_A-L1,pkal09a,pkal09a
soep-core,soep-core-2017-pe,122,pkal10,P17_A-L1,pkal10,pkal10
soep-core,soep-core-2017-pe,122,pkal11,P17_A-L1,pkal11,pkal11
soep-core,soep-core-2017-pe,122,pkal12,P17_A-L1,pkal12,pkal12
soep-core,soep-core-2017-pe,122,pkalso,P17_A-L1,pkalso,pkalso
soep-core,soep-core-2017-pe,123,pet01,P17_A-L1,pet01,pet01
soep-core,soep-core-2017-pe,124,pet02,P17_A-L1,pet02a,pet02a
soep-core,soep-core-2017-pe,124,pet02,P17_A-L1,pet02,pet02
soep-core,soep-core-2017-pe,124,pet02,P17_A-L1,pet02b,pet02b
soep-core,soep-core-2017-pe,124,pet02,P17_A-L1,pet02c,pet02c
soep-core,soep-core-2017-pe,125,pet031,P17_A-L1,pet031,pet031
soep-core,soep-core-2017-pe,126,pet03,P17_A-L1,pet03b,pet03b
soep-core,soep-core-2017-pe,126,pet03,P17_A-L1,pet03c,pet03c
soep-core,soep-core-2017-pe,126,pet03,P17_A-L1,pet03a,pet03a
soep-core,soep-core-2017-pe,126,pet03,P17_A-L1,pet03,pet03
soep-core,soep-core-2017-pe,127,pet051,P17_A-L1,pet051,pet051
soep-core,soep-core-2017-pe,128,pet06,P17_A-L1,pet06,pet06
soep-core,soep-core-2017-pe,129,pim01,P17_A-L1,pim01,pim01
soep-core,soep-core-2017-pe,13,ppfleg,P17_A-L1,ppfleg,ppfleg
soep-core,soep-core-2017-pe,130,pim02,P17_A-L1,pim02,pim02
soep-core,soep-core-2017-pe,130,pim02,P17_A-L1,pimka,pimka
soep-core,soep-core-2017-pe,130,pim02a,P17_A-L1,pim02a,pim02a
soep-core,soep-core-2017-pe,130,pim02b,P17_A-L1,pim02b,pim02b
soep-core,soep-core-2017-pe,130,pim03,P17_A-L1,pim03,pim03
soep-core,soep-core-2017-pe,130,pim03a,P17_A-L1,pim03a,pim03a
soep-core,soep-core-2017-pe,130,pim03b,P17_A-L1,pim03b,pim03b
soep-core,soep-core-2017-pe,130,pim04,P17_A-L1,pim04,pim04
soep-core,soep-core-2017-pe,130,pim04a,P17_A-L1,pim04a,pim04a
soep-core,soep-core-2017-pe,130,pim04b,P17_A-L1,pim04b,pim04b
soep-core,soep-core-2017-pe,130,pim051,P17_A-L1,pim051,pim051
soep-core,soep-core-2017-pe,130,pim051a,P17_A-L1,pim051a,pim051a
soep-core,soep-core-2017-pe,130,pim051b,P17_A-L1,pim051b,pim051b
soep-core,soep-core-2017-pe,130,pim052,P17_A-L1,pim052,pim052
soep-core,soep-core-2017-pe,130,pim052a,P17_A-L1,pim052a,pim052a
soep-core,soep-core-2017-pe,130,pim052b,P17_A-L1,pim052b,pim052b
soep-core,soep-core-2017-pe,130,pim06,P17_A-L1,pim06,pim06
soep-core,soep-core-2017-pe,130,pim06a,P17_A-L1,pim06a,pim06a
soep-core,soep-core-2017-pe,130,pim06b,P17_A-L1,pim06b,pim06b
soep-core,soep-core-2017-pe,131,pim08,P17_A-L1,pim08,pim08
soep-core,soep-core-2017-pe,131,pim08,P17_A-L1,pim08b,pim08b
soep-core,soep-core-2017-pe,131,pim08,P17_A-L1,pim08a,pim08a
soep-core,soep-core-2017-pe,131,pim08,P17_A-L1,pim08c,pim08c
soep-core,soep-core-2017-pe,132,pim091,P17_A-L1,pim091,pim091
soep-core,soep-core-2017-pe,133,pim10,P17_A-L1,pim10,pim10
soep-core,soep-core-2017-pe,134,pim111,P17_A-L1,pim111,pim111
soep-core,soep-core-2017-pe,135,pim11,P17_A-L1,pim11,pim11
soep-core,soep-core-2017-pe,135,pim11,P17_A-L1,pim11c,pim11c
soep-core,soep-core-2017-pe,135,pim11,P17_A-L1,pim11b,pim11b
soep-core,soep-core-2017-pe,135,pim11,P17_A-L1,pim11a,pim11a
soep-core,soep-core-2017-pe,136,pbau01,P17_A-L1,pbau01,pbau01
soep-core,soep-core-2017-pe,137,pbau02,P17_A-L1,pbau02,pbau02
soep-core,soep-core-2017-pe,137,pbau02,P17_A-L1,pbau02b,pbau02b
soep-core,soep-core-2017-pe,137,pbau02,P17_A-L1,pbau02a,pbau02a
soep-core,soep-core-2017-pe,137,pbau02,P17_A-L1,pbau02c,pbau02c
soep-core,soep-core-2017-pe,138,pspa01,P17_A-L1,pspa01,pspa01
soep-core,soep-core-2017-pe,139,pspa02,P17_A-L1,pspa02c,pspa02c
soep-core,soep-core-2017-pe,139,pspa02,P17_A-L1,pspa02,pspa02
soep-core,soep-core-2017-pe,139,pspa02,P17_A-L1,pspa02b,pspa02b
soep-core,soep-core-2017-pe,139,pspa02,P17_A-L1,pspa02a,pspa02a
soep-core,soep-core-2017-pe,14,palo,P17_A-L1,palo,palo
soep-core,soep-core-2017-pe,140,pspa031,P17_A-L1,pspa031,pspa031
soep-core,soep-core-2017-pe,141,pspa04,P17_A-L1,pspa04,pspa04
soep-core,soep-core-2017-pe,142,pleb01,P17_A-L1,pleb01,pleb01
soep-core,soep-core-2017-pe,143,pleb02,P17_A-L1,pleb02a,pleb02a
soep-core,soep-core-2017-pe,143,pleb02,P17_A-L1,pleb02,pleb02
soep-core,soep-core-2017-pe,143,pleb02,P17_A-L1,pleb02c,pleb02c
soep-core,soep-core-2017-pe,143,pleb02,P17_A-L1,pleb02b,pleb02b
soep-core,soep-core-2017-pe,144,pgew01,P17_A-L1,pgew01,pgew01
soep-core,soep-core-2017-pe,145,pgew02,P17_A-L1,pgew02,pgew02
soep-core,soep-core-2017-pe,146,pgew03,P17_A-L1,pgew03a,pgew03a
soep-core,soep-core-2017-pe,146,pgew03,P17_A-L1,pgew03c,pgew03c
soep-core,soep-core-2017-pe,146,pgew03,P17_A-L1,pgew03,pgew03
soep-core,soep-core-2017-pe,146,pgew03,P17_A-L1,pgew03b,pgew03b
soep-core,soep-core-2017-pe,147,pkfz01,P17_A-L1,pkfz01,pkfz01
soep-core,soep-core-2017-pe,148,pkfz02,P17_A-L1,pkfz02b,pkfz02b
soep-core,soep-core-2017-pe,148,pkfz02,P17_A-L1,pkfz02c,pkfz02c
soep-core,soep-core-2017-pe,148,pkfz02,P17_A-L1,pkfz02a,pkfz02a
soep-core,soep-core-2017-pe,148,pkfz02,P17_A-L1,pkfz02,pkfz02
soep-core,soep-core-2017-pe,149,psach01,P17_A-L1,psach01,psach01
soep-core,soep-core-2017-pe,15,paus1,P17_A-L1,paus1,paus1
soep-core,soep-core-2017-pe,150,psach02,P17_A-L1,psach02c,psach02c
soep-core,soep-core-2017-pe,150,psach02,P17_A-L1,psach02b,psach02b
soep-core,soep-core-2017-pe,150,psach02,P17_A-L1,psach02a,psach02a
soep-core,soep-core-2017-pe,150,psach02,P17_A-L1,psach02,psach02
soep-core,soep-core-2017-pe,151,prest01,P17_A-L1,prest01,prest01
soep-core,soep-core-2017-pe,152,prest02,P17_A-L1,prest02,prest02
soep-core,soep-core-2017-pe,152,prest02,P17_A-L1,prest02b,prest02b
soep-core,soep-core-2017-pe,152,prest02,P17_A-L1,prest02c,prest02c
soep-core,soep-core-2017-pe,152,prest02,P17_A-L1,prest02a,prest02a
soep-core,soep-core-2017-pe,153,pfina01,P17_A-L1,pfina01,pfina01
soep-core,soep-core-2017-pe,154,pfin02,P17_A-L1,pfina02c,pfina02c
soep-core,soep-core-2017-pe,154,pfin02,P17_A-L1,pfina02,pfina02
soep-core,soep-core-2017-pe,154,pfin02,P17_A-L1,pfina02b,pfina02b
soep-core,soep-core-2017-pe,154,pfin02,P17_A-L1,pfina02a,pfina02a
soep-core,soep-core-2017-pe,155,perb,P17_A-L1,perb,perb
soep-core,soep-core-2017-pe,156a,perba1,P17_A-L1,perba3,perba1
soep-core,soep-core-2017-pe,156a,perba1,P17_A-L1,perba2,perba1
soep-core,soep-core-2017-pe,156a,perba1,P17_A-L1,perba1,perba1
soep-core,soep-core-2017-pe,156b,perbb1,P17_A-L1,perbb1,perbb1
soep-core,soep-core-2017-pe,156b,perbb1,P17_A-L1,perbb2,perbb1
soep-core,soep-core-2017-pe,156b,perbb1,P17_A-L1,perbb3,perbb1
soep-core,soep-core-2017-pe,156c,perbc11,P17_A-L1,perbc11,perbc11
soep-core,soep-core-2017-pe,156c,perbc11,P17_A-L1,perbc31,perbc11
soep-core,soep-core-2017-pe,156c,perbc11,P17_A-L1,perbc21,perbc11
soep-core,soep-core-2017-pe,156c,perbc12,P17_A-L1,perbc22,perbc12
soep-core,soep-core-2017-pe,156c,perbc12,P17_A-L1,perbc12,perbc12
soep-core,soep-core-2017-pe,156c,perbc12,P17_A-L1,perbc32,perbc12
soep-core,soep-core-2017-pe,156c,perbc13,P17_A-L1,perbc13,perbc13
soep-core,soep-core-2017-pe,156c,perbc13,P17_A-L1,perbc23,perbc13
soep-core,soep-core-2017-pe,156c,perbc13,P17_A-L1,perbc33,perbc13
soep-core,soep-core-2017-pe,156c,perbc14,P17_A-L1,perbc34,perbc14
soep-core,soep-core-2017-pe,156c,perbc14,P17_A-L1,perbc24,perbc14
soep-core,soep-core-2017-pe,156c,perbc14,P17_A-L1,perbc14,perbc14
soep-core,soep-core-2017-pe,156c,perbc15,P17_A-L1,perbc25,perbc15
soep-core,soep-core-2017-pe,156c,perbc15,P17_A-L1,perbc35,perbc15
soep-core,soep-core-2017-pe,156c,perbc15,P17_A-L1,perbc15,perbc15
soep-core,soep-core-2017-pe,156d,perbd1,P17_A-L1,perbd3,perbd1
soep-core,soep-core-2017-pe,156d,perbd1,P17_A-L1,perbd2,perbd1
soep-core,soep-core-2017-pe,156d,perbd1,P17_A-L1,perbd1,perbd1
soep-core,soep-core-2017-pe,156d,perbd11,P17_A-L1,perbd21,perbd11
soep-core,soep-core-2017-pe,156d,perbd11,P17_A-L1,perbd11,perbd11
soep-core,soep-core-2017-pe,156d,perbd11,P17_A-L1,perbd31,perbd11
soep-core,soep-core-2017-pe,157,punt11,P17_A-L1,punt11,punt11
soep-core,soep-core-2017-pe,157,punt12,P17_A-L1,punt12,punt12
soep-core,soep-core-2017-pe,157,punt13,P17_A-L1,punt13,punt13
soep-core,soep-core-2017-pe,157,punt14,P17_A-L1,punt14,punt14
soep-core,soep-core-2017-pe,157,punt21,P17_A-L1,punt21,punt21
soep-core,soep-core-2017-pe,157,punt22,P17_A-L1,punt22,punt22
soep-core,soep-core-2017-pe,157,punt23,P17_A-L1,punt23,punt23
soep-core,soep-core-2017-pe,157,punt24,P17_A-L1,punt24,punt24
soep-core,soep-core-2017-pe,157,punt31,P17_A-L1,punt31,punt31
soep-core,soep-core-2017-pe,157,punt32,P17_A-L1,punt32,punt32
soep-core,soep-core-2017-pe,157,punt33,P17_A-L1,punt33,punt33
soep-core,soep-core-2017-pe,157,punt34,P17_A-L1,punt34,punt34
soep-core,soep-core-2017-pe,157,punt41,P17_A-L1,punt41,punt41
soep-core,soep-core-2017-pe,157,punt42,P17_A-L1,punt42,punt42
soep-core,soep-core-2017-pe,157,punt43,P17_A-L1,punt43,punt43
soep-core,soep-core-2017-pe,157,punt44,P17_A-L1,punt44,punt44
soep-core,soep-core-2017-pe,157,punt51,P17_A-L1,punt51,punt51
soep-core,soep-core-2017-pe,157,punt52,P17_A-L1,punt52,punt52
soep-core,soep-core-2017-pe,157,punt53,P17_A-L1,punt53,punt53
soep-core,soep-core-2017-pe,157,punt54,P17_A-L1,punt54,punt54
soep-core,soep-core-2017-pe,157,puntno,P17_A-L1,puntno,puntno
soep-core,soep-core-2017-pe,158,pges01,P17_A-L1,pges01,pges01
soep-core,soep-core-2017-pe,159,pschl1,P17_A-L1,pschl1,pschl1
soep-core,soep-core-2017-pe,159,pschl2,P17_A-L1,pschl2,pschl2
soep-core,soep-core-2017-pe,16,paus2,P17_A-L1,paus2,paus2
soep-core,soep-core-2017-pe,16,paus3,P17_A-L1,paus3,paus3
soep-core,soep-core-2017-pe,16,paus3a,P17_A-L1,paus3a,paus3a
soep-core,soep-core-2017-pe,16,paus3b,P17_A-L1,paus3b,paus3b
soep-core,soep-core-2017-pe,16,paus3c,P17_A-L1,paus3c,paus3c
soep-core,soep-core-2017-pe,16,paus3so,P17_A-L1,paus3so,paus3so
soep-core,soep-core-2017-pe,16,paus4,P17_A-L1,paus4,paus4
soep-core,soep-core-2017-pe,16,paus4so,P17_A-L1,paus4so,paus4so
soep-core,soep-core-2017-pe,16,paus5,P17_A-L1,paus5,paus5
soep-core,soep-core-2017-pe,16,paus5so,P17_A-L1,paus5so,paus5so
soep-core,soep-core-2017-pe,160,pkr10,P17_A-L1,pkr10,pkr10
soep-core,soep-core-2017-pe,160,pkr11,P17_A-L1,pkr11,pkr11
soep-core,soep-core-2017-pe,160,pkr12,P17_A-L1,pkr12,pkr12
soep-core,soep-core-2017-pe,160,pkr13,P17_A-L1,pkr13,pkr13
soep-core,soep-core-2017-pe,160,pkr14,P17_A-L1,pkr14,pkr14
soep-core,soep-core-2017-pe,160,pkr15,P17_A-L1,pkr15,pkr15
soep-core,soep-core-2017-pe,160,pkr16,P17_A-L1,pkr16,pkr16
soep-core,soep-core-2017-pe,160,pkr23,P17_A-L1,pkr23,pkr23
soep-core,soep-core-2017-pe,160,pkr24,P17_A-L1,pkr24,pkr24
soep-core,soep-core-2017-pe,160,pkr25,P17_A-L1,pkr25,pkr25
soep-core,soep-core-2017-pe,160,pkr30,P17_A-L1,pkr30,pkr30
soep-core,soep-core-2017-pe,160,pkr7,P17_A-L1,pkr7,pkr7
soep-core,soep-core-2017-pe,160,pkr8,P17_A-L1,pkr8,pkr8
soep-core,soep-core-2017-pe,160,pkr9,P17_A-L1,pkr9,pkr9
soep-core,soep-core-2017-pe,160,pkrno,P17_A-L1,pkrno,pkrno
soep-core,soep-core-2017-pe,160,pkrso,P17_A-L1,pkrso,pkrso
soep-core,soep-core-2017-pe,161,pges14,P17_A-L1,pges14,pges14
soep-core,soep-core-2017-pe,162,pges15,P17_A-L1,pges15,pges15
soep-core,soep-core-2017-pe,163,pbeh1,P17_A-L1,pbeh1,pbeh1
soep-core,soep-core-2017-pe,164,pbeh2,P17_A-L1,pbeh2,pbeh2
soep-core,soep-core-2017-pe,165,pbehx,P17_A-L1,pbehx,pbehx
soep-core,soep-core-2017-pe,166,prerwm,P17_A-L1,prerwm,prerwm
soep-core,soep-core-2017-pe,167,pdr1,P17_A-L1,pdr1,pdr1
soep-core,soep-core-2017-pe,167,pdr2,P17_A-L1,pdr2,pdr2
soep-core,soep-core-2017-pe,168,pkr1,P17_A-L1,pkr1,pkr1
soep-core,soep-core-2017-pe,169,pkr2,P17_A-L1,pkr2,pkr2
soep-core,soep-core-2017-pe,169,pkr3,P17_A-L1,pkr3,pkr3
soep-core,soep-core-2017-pe,17,pab1,P17_A-L1,pab1,pab1
soep-core,soep-core-2017-pe,170,pkr4,P17_A-L1,pkr4,pkr4
soep-core,soep-core-2017-pe,171,pkr5,P17_A-L1,pkr5,pkr5
soep-core,soep-core-2017-pe,171,pkr6,P17_A-L1,pkr6,pkr6
soep-core,soep-core-2017-pe,172,pkr18,P17_A-L1,pkr18,pkr18
soep-core,soep-core-2017-pe,172,pkr19,P17_A-L1,pkr19,pkr19
soep-core,soep-core-2017-pe,172,pkr20,P17_A-L1,pkr20,pkr20
soep-core,soep-core-2017-pe,172,pkr21,P17_A-L1,pkr21,pkr21
soep-core,soep-core-2017-pe,172,pkr22,P17_A-L1,pkr22,pkr22
soep-core,soep-core-2017-pe,172,pkr26,P17_A-L1,pkr26,pkr26
soep-core,soep-core-2017-pe,172,pkr27,P17_A-L1,pkr27,pkr27
soep-core,soep-core-2017-pe,173,pkkw,P17_A-L1,pkkw,pkkw
soep-core,soep-core-2017-pe,174,pkv01,P17_A-L1,pkv01,pkv01
soep-core,soep-core-2017-pe,175,pkv02,P17_A-L1,pkv02,pkv02
soep-core,soep-core-2017-pe,175,pkvso,P17_A-L1,pkvso,pkvso
soep-core,soep-core-2017-pe,176,pkv03,P17_A-L1,pkv03,pkv03
soep-core,soep-core-2017-pe,177,pkvbsch,P17_A-L1,pkvbsch,pkvbsch
soep-core,soep-core-2017-pe,178,priest,P17_A-L1,priest,priest
soep-core,soep-core-2017-pe,178,prno,P17_A-L1,prrno,prrno
soep-core,soep-core-2017-pe,178,prup,P17_A-L1,prup,prup
soep-core,soep-core-2017-pe,179,psoz1,P17_A-L1,psoz1,psoz1
soep-core,soep-core-2017-pe,179,psoz2,P17_A-L1,psoz2,psoz2
soep-core,soep-core-2017-pe,179,psoz3,P17_A-L1,psoz3,psoz3
soep-core,soep-core-2017-pe,179,psoz4,P17_A-L1,psoz4,psoz4
soep-core,soep-core-2017-pe,18,pab2,P17_A-L1,pab2,pab2
soep-core,soep-core-2017-pe,18,pab3,P17_A-L1,pab3,pab3
soep-core,soep-core-2017-pe,180,pnet1,P17_A-L1,pnet1,pnet1
soep-core,soep-core-2017-pe,180,pnet2,P17_A-L1,pnet2,pnet2
soep-core,soep-core-2017-pe,181,psoz06,P17_A-L1,psoz06,psoz06
soep-core,soep-core-2017-pe,181,psoz07,P17_A-L1,psoz07,psoz07
soep-core,soep-core-2017-pe,181,psoz08,P17_A-L1,psoz08,psoz08
soep-core,soep-core-2017-pe,181,psoz09,P17_A-L1,psoz09,psoz09
soep-core,soep-core-2017-pe,181,psoz10,P17_A-L1,psoz10,psoz10
soep-core,soep-core-2017-pe,181,psoz11,P17_A-L1,psoz11,psoz11
soep-core,soep-core-2017-pe,181,psoz12,P17_A-L1,psoz12,psoz12
soep-core,soep-core-2017-pe,181,psoz13,P17_A-L1,psoz13,psoz13
soep-core,soep-core-2017-pe,181,psoz14,P17_A-L1,psoz14,psoz14
soep-core,soep-core-2017-pe,181,psoz15,P17_A-L1,psoz15,psoz15
soep-core,soep-core-2017-pe,181,psoz16,P17_A-L1,psoz16,psoz16
soep-core,soep-core-2017-pe,182,ppol1,P17_A-L1,ppol1,ppol1
soep-core,soep-core-2017-pe,183,ppol2,P17_A-L1,ppol2,ppol2
soep-core,soep-core-2017-pe,184,ppol3,P17_A-L1,ppol3,ppol3
soep-core,soep-core-2017-pe,184,ppolso,P17_A-L1,ppolso,ppolso
soep-core,soep-core-2017-pe,185,ppol4,P17_A-L1,ppol4,ppol4
soep-core,soep-core-2017-pe,186,psor01,P17_A-L1,psor01,psor01
soep-core,soep-core-2017-pe,186,psor02,P17_A-L1,psor02,psor02
soep-core,soep-core-2017-pe,186,psor03,P17_A-L1,psor03,psor03
soep-core,soep-core-2017-pe,186,psor04,P17_A-L1,psor04,psor04
soep-core,soep-core-2017-pe,186,psor05,P17_A-L1,psor05,psor05
soep-core,soep-core-2017-pe,186,psor06,P17_A-L1,psor06,psor06
soep-core,soep-core-2017-pe,186,psor08,P17_A-L1,psor08,psor08
soep-core,soep-core-2017-pe,186,psor09,P17_A-L1,psor09,psor09
soep-core,soep-core-2017-pe,186,psor10,P17_A-L1,psor10,psor10
soep-core,soep-core-2017-pe,186,psor14,P17_A-L1,psor14,psor14
soep-core,soep-core-2017-pe,186,psor21,P17_A-L1,psor21,psor21
soep-core,soep-core-2017-pe,186,psor22,P17_A-L1,psor22,psor22
soep-core,soep-core-2017-pe,186,psor23,P17_A-L1,psor23,psor23
soep-core,soep-core-2017-pe,186,psorso,P17_A-L1,psorso,psorso
soep-core,soep-core-2017-pe,186,psorso,P17_A-L1,psornr,psorso
soep-core,soep-core-2017-pe,187,pfamst,P17_A-L1,pfamst,pfamst
soep-core,soep-core-2017-pe,188,pp1,P17_A-L1,pp1,pp1
soep-core,soep-core-2017-pe,189,pp2,P17_A-L1,pp2,pp2
soep-core,soep-core-2017-pe,19,pab4,P17_A-L1,pab4,pab4
soep-core,soep-core-2017-pe,190,ppnam,P17_A-L1,ppnr,ppnam
soep-core,soep-core-2017-pe,190,ppnam,P17_A-L1,ppnam,ppnam
soep-core,soep-core-2017-pe,191,pmusp1,P17_A-L1,pmusp1,pmusp1
soep-core,soep-core-2017-pe,192,pmusp2,P17_A-L1,pmusp2,pmusp2
soep-core,soep-core-2017-pe,192,pmusp3,P17_A-L1,pmusp3,pmusp3
soep-core,soep-core-2017-pe,192,pmusp4,P17_A-L1,pmusp4,pmusp4
soep-core,soep-core-2017-pe,192,pmusp5,P17_A-L1,pmusp5,pmusp5
soep-core,soep-core-2017-pe,192,pmusp6,P17_A-L1,pmusp6,pmusp6
soep-core,soep-core-2017-pe,192,pmusp7,P17_A-L1,pmusp7,pmusp7
soep-core,soep-core-2017-pe,193,psprarb,P17_A-L1,psprarb,psprarb
soep-core,soep-core-2017-pe,193,psprfam,P17_A-L1,psprfam,psprfam
soep-core,soep-core-2017-pe,193,psprfr,P17_A-L1,psprfr,psprfr
soep-core,soep-core-2017-pe,194,pher1,P17_A-L1,pher1,pher1
soep-core,soep-core-2017-pe,194,pher2,P17_A-L1,pher2,pher2
soep-core,soep-core-2017-pe,195,pher3,P17_A-L1,pher3,pher3
soep-core,soep-core-2017-pe,195,pher4,P17_A-L1,pher4,pher4
soep-core,soep-core-2017-pe,196,psta1,P17_A-L1,psta1,psta1
soep-core,soep-core-2017-pe,197,psta2,P17_A-L1,psta2,psta2
soep-core,soep-core-2017-pe,197,psta2x,P17_A-L1,psta2x,psta2x
soep-core,soep-core-2017-pe,197,psta2x,P17_A-L1,psta2nr,psta2x
soep-core,soep-core-2017-pe,198,psta3,P17_A-L1,psta3,psta3
soep-core,soep-core-2017-pe,199,pstaelt,P17_A-L1,pstaelt,pstaelt
soep-core,soep-core-2017-pe,2,pgef1,P17_A-L1,pgef1,pgef1
soep-core,soep-core-2017-pe,2,pgef2,P17_A-L1,pgef2,pgef2
soep-core,soep-core-2017-pe,2,pgef3,P17_A-L1,pgef3,pgef3
soep-core,soep-core-2017-pe,2,pgef4,P17_A-L1,pgef4,pgef4
